,popup,Plant state abbreviation_x,lat,lon,Plant state abbreviation_y,plant_annual_generation,state_annual_generation,perc_gen_state
1649,Solano County Cogen Plant,CA,38.2494,-122.0394,CA,7459,196943237.0,0.0037873857024092
1650,Solano Wind,CA,38.116415,-121.769031,CA,657553,196943237.0,0.333879451773203
1651,Solar Blythe 2,CA,33.618678,-114.696182,CA,46279,196943237.0,0.023498649004129
1652,Solar Blythe LLC,CA,33.5917,-114.7444,CA,41258,196943237.0,0.0209491834441616
1653,Solar Borrego I,CA,33.298889,-116.35083,CA,70418,196943237.0,0.0357554801437533
1654,Solar Gen 2 Solar Facility,CA,33.08,-115.47,CA,384777,196943237.0,0.1953745687647045
1655,Solar Oasis LLC,CA,34.648889,-118.076667,CA,51480,196943237.0,0.0261395114573038
1656,Solar Photovoltaic Project #02,CA,33.985244,-117.700826,CA,1190,196943237.0,0.0006042350162041
1657,Solar Photovoltaic Project #03,CA,34.094279,-117.400113,CA,470,196943237.0,0.0002386474433747
1658,Solar Photovoltaic Project #05,CA,34.086276,-117.230571,CA,3940,196943237.0,0.0020005764402054
1659,Solar Photovoltaic Project #06,CA,34.041389,-117.573055,CA,2844,196943237.0,0.0014440709126762
1660,Solar Photovoltaic Project #07,CA,34.086111,-117.2275,CA,3390,196943237.0,0.0017213081554052
1661,Solar Photovoltaic Project #08,CA,34.041944,-117.565,CA,3096,196943237.0,0.0015720265631665
1662,Solar Photovoltaic Project #09,CA,34.042778,-117.571666,CA,1456,196943237.0,0.0007392993139439
1663,Solar Photovoltaic Project #10,CA,34.075,-117.516944,CA,1737,196943237.0,0.0008819800194509
1664,Solar Photovoltaic Project #11,CA,34.075833,-117.241388,CA,4242,196943237.0,0.0021539201165866
1665,Solar Photovoltaic Project #12,CA,34.042222,-117.561666,CA,0,196943237.0,0.0
1666,Solar Photovoltaic Project #13,CA,34.083499,-117.23557,CA,3626,196943237.0,0.0018411396376104
1667,Solar Photovoltaic Project #15,CA,34.079167,-117.516666,CA,3227,196943237.0,0.0016385431910007
1668,Solar Photovoltaic Project #16,CA,34.085556,-117.233611,CA,1638,196943237.0,0.0008317117281869
1669,Solar Photovoltaic Project #17,CA,34.072778,-117.503333,CA,3871,196943237.0,0.0019655409644759
1670,Solar Photovoltaic Project #18,CA,34.083333,-117.516388,CA,1503,196943237.0,0.0007631640582814
1671,Solar Photovoltaic Project #22,CA,34.08,-117.2114,CA,676,196943237.0,0.0003432461100454
1672,Solar Photovoltaic Project #23,CA,34.080833,-117.520277,CA,3110,196943237.0,0.0015791352104159
1673,Solar Photovoltaic Project #26,CA,34.131214,-117.425324,CA,6576,196943237.0,0.0033390331651754
1674,Solar Photovoltaic Project #27,CA,34.131111,-117.421666,CA,2072,196943237.0,0.0010520797929202
1675,Solar Photovoltaic Project #28,CA,34.094167,-117.274166,CA,4221,196943237.0,0.0021432571457124
1676,Solar Photovoltaic Project #32,CA,34.031667,-117.571944,CA,1602,196943237.0,0.0008134323495454
1677,Solar Photovoltaic Project #33,CA,34.0325,-117.569166,CA,1374,196943237.0,0.0006976629514828
1678,Solar Photovoltaic Project #42,CA,36.028056,-119.074722,CA,8080,196943237.0,0.0041027049839746
1679,Solar Photovoltaic Project #48,CA,34.081111,-117.228056,CA,4930,196943237.0,0.0025032593528459
1680,Solar Star 1,CA,34.8181,-118.4036,CA,892350,196943237.0,0.4531000980754673
1681,Solar Star 2,CA,34.848611,-118.352778,CA,790345,196943237.0,0.4013059864553764
1682,Solar Star California II LLC,CA,38.516389,-121.47528,CA,3284,196943237.0,0.0016674855405164
1683,"Solar Star California, XLI, LLC",CA,34.839012,-118.386843,CA,110491,196943237.0,0.0561029673742998
1684,"Solar Star California, XLIV, LLC",CA,34.511889,-117.922819,CA,26172,196943237.0,0.0132891082723495
1685,"Solar Star Palo Alto I, LLC",CA,37.411011,-122.148864,CA,2180,196943237.0,0.0011069179288446
1686,Solverde 1,CA,34.655694,-118.298166,CA,222686,196943237.0,0.1130711586709626
1687,Sonoma California Geothermal,CA,38.7903,-122.7559,CA,406498,196943237.0,0.2064036349722433
1688,Sonoma Central Landfill Phase I,CA,38.3017,-122.7489,CA,9284,196943237.0,0.0047140486474282
1689,Sonoma Central Landfill Phase II,CA,38.3017,-122.7489,CA,14156,196943237.0,0.0071878578902407
1690,Sonoma Central Landfill Phase III,CA,38.3017,-122.7489,CA,0,196943237.0,0.0
1691,Sonora 1,CA,37.889753,-120.528723,CA,3664,196943237.0,0.0018604345372875
1692,Soscol Ferry Solar,CA,38.237422,-122.275184,CA,5212,196943237.0,0.0026464478188707
1693,South,CA,40.395396,-121.879186,CA,16290,196943237.0,0.0082714188352657
1694,South Bay Fuel Cell Plant,CA,32.543333,-117.067778,CA,6660,196943237.0,0.0033816850486721
1695,South Belridge Cogeneration Facility,CA,35.438611,-119.7075,CA,486558,196943237.0,0.2470549420288039
1696,Southeast Kern River Cogen,CA,35.4206,-118.9644,CA,123164,196943237.0,0.0625378164166155
1697,Southeast Resource Recovery,CA,33.759236,-118.239922,CA,188532,196943237.0,0.0957291059453846
1698,Spaulding 1,CA,39.324613,-120.644807,CA,15234,196943237.0,0.0077352237284492
1699,Spaulding 2,CA,39.324592,-120.645375,CA,6078,196943237.0,0.0030861684273017
1700,Spaulding 3,CA,39.337679,-120.635467,CA,5665,196943237.0,0.0028764633334426
1701,SPI Anderson 2,CA,40.472283,-122.324205,CA,147538,196943237.0,0.0749139712779271
1702,Spicer Meadow Project,CA,38.3914,-120.0008,CA,4169,196943237.0,0.0021168535987859
1703,Spreckels Sugar Company,CA,32.911111,-115.568056,CA,21638,196943237.0,0.0109869220845598
1704,Spring Creek,CA,40.628115,-122.467509,CA,264456,196943237.0,0.1342803155002474
1705,Spring Gap,CA,38.18653,-120.11168,CA,14213,196943237.0,0.0072168002397563
1706,Springbok 3 Solar Farm Hybrid,CA,35.171153,-118.001652,CA,238731,196943237.0,0.1212181761793627
1707,Springbok Solar Farm 1,CA,35.249167,-117.955278,CA,295790,196943237.0,0.1501904835655768
1708,Springbok Solar Farm 2,CA,35.250031,-117.976847,CA,415522,196943237.0,0.2109856658850387
1709,Springs Generating Station,CA,33.9308,-117.2933,CA,564,196943237.0,0.0002863769320497
1710,Springville Hydroelectric,CA,34.2253,-119.0858,CA,1191,196943237.0,0.000604742776722
1711,SRI International Cogen Project,CA,37.455314,-122.172797,CA,27749,196943237.0,0.0140898466089495
1712,SSI West Riverside Landfill LLC,CA,33.980601,-117.375494,CA,5066,196943237.0,0.0025723147832692
1713,Stage Gulch Solar,CA,38.216841,-122.542866,CA,1808,196943237.0,0.0009180310162161
1714,Stampede,CA,39.470447,-120.10455,CA,5610,196943237.0,0.0028485365049625
1715,Stanford Campus Solar,CA,37.43434,-122.16077,CA,6463,196943237.0,0.0032816562266618
1716,Stanislaus,CA,38.139048,-120.370325,CA,130746,196943237.0,0.0663876566627164
1717,"Staples La Mirada, CA",CA,33.881667,-118.0175,CA,1283,196943237.0,0.0006514567443613
1718,Starbucks - Evolution Fresh,CA,34.093684,-117.551044,CA,6807,196943237.0,0.0034563258447915
1719,Stateline Solar,CA,35.6,-115.4,CA,638859,196943237.0,0.3243873766531013
1720,Stenner Creek Solar,CA,35.32,-120.691,CA,10555,196943237.0,0.0053594122655757
1721,Still Water Power,CA,36.398796,-119.524252,CA,3767,196943237.0,0.0019127338706228
1722,Stony Gorge,CA,39.586864,-122.533248,CA,1902,196943237.0,0.000965760504891
1723,Strata Roof 1,CA,38.643527,-121.505506,CA,1582,196943237.0,0.000803277139189
1724,Stroud Solar Station,CA,36.531389,-120.106944,CA,31997,196943237.0,0.0162468132886431
1725,Summer North Solar,CA,34.723056,-118.289722,CA,14482,196943237.0,0.0073533878190496
1726,Summer Solar A2,CA,34.723056,-118.289722,CA,3804,196943237.0,0.0019315210097821
1727,Summer Solar B2,CA,34.723056,-118.289722,CA,3704,196943237.0,0.0018807449580002
1728,Summer Solar C2,CA,34.723056,-118.289722,CA,3810,196943237.0,0.001934567572889
1729,Summer Solar D2,CA,34.723056,-118.289722,CA,1965,196943237.0,0.0009977494175136
1730,Summer Solar LLC,CA,34.714703,-118.311006,CA,55487,196943237.0,0.0281741078522031
1731,Summit Winds,CA,37.761151,-121.69067,CA,81749,196943237.0,0.0415089145711563
1732,Sun City Project LLC,CA,35.983056,-120.110277,CA,36513,196943237.0,0.0185398597871121
1733,Sun Harvest Solar NDP1,CA,37.05758,-120.653625,CA,3125,196943237.0,0.0015867516181832
1734,SunAnza,CA,33.555267,-116.639647,CA,8529,196943237.0,0.0043306894564752
1735,SunE- E Philadelphia Ontario,CA,34.03527,-117.5341,CA,1753,196943237.0,0.000890104187736
1736,SunE Rochester,CA,34.097728,-117.544529,CA,1170,196943237.0,0.0005940798058478
1737,SunEdison Anheuser Busch Fairfield,CA,38.232108,-122.092706,CA,1700,196943237.0,0.0008631928802916
1738,SunEdison Ironwood State Prison,CA,33.567268,-114.917979,CA,1711,196943237.0,0.0008687782459877
1739,SunEdison Procter & Gamble Oxnard,CA,34.2089,-119.13,CA,1760,196943237.0,0.0008936585113608
1740,SunEdison Walgreens Moreno Valley,CA,33.8672,-117.23,CA,1333,196943237.0,0.0006768447702522
1741,SunEdison Walmart Apple Valley DC,CA,34.5975,-117.2,CA,1809,196943237.0,0.0009185387767339
1742,Sunnyvale City of WPCP,CA,37.4194,-122.0153,CA,9378,196943237.0,0.0047617781361032
1743,Sunray 2,CA,34.863356,-116.827627,CA,58303,196943237.0,0.0296039614703804
1744,Sunray 3,CA,34.863356,-116.827627,CA,33737,196943237.0,0.0171303165896476
1745,SunSelect1,CA,35.096709,-118.602184,CA,0,196943237.0,0.0
1746,Sunset Reservoir North Basin,CA,37.750894,-122.481758,CA,6375,196943237.0,0.0032369733010938
1747,Sunshine Gas Producers,CA,34.335678,-118.519188,CA,140050,196943237.0,0.0711118605205011
1748,Sycamore Cogeneration,CA,35.452577,-118.985313,CA,1129244,196943237.0,0.5733855181835972
1749,Sycamore Energy LLC,CA,32.857709,-117.028847,CA,24248,196943237.0,0.0123121770360664
1750,"TA-Acacia, LLC",CA,34.689167,-118.324722,CA,57275,196943237.0,0.0290819836580628
1751,Taft 26C Cogen,CA,35.1133,-119.4706,CA,72880,196943237.0,0.0370055865386228
1752,TA-High Desert LLC,CA,34.708889,-118.304722,CA,51072,196943237.0,0.0259323451660338
1753,Tahquitz High School,CA,33.767222,-117.0175,CA,1700,196943237.0,0.0008631928802916
1754,Target Woodland Solar Project,CA,38.682746,-121.723451,CA,3879,196943237.0,0.0019696030486185
1755,Taylor Farms,CA,36.505,-121.451667,CA,4050,196943237.0,0.0020564300971655
1756,Taylor Farms Salinas,CA,36.6575,-121.623333,CA,0,196943237.0,0.0
1757,Tehachapi Energy Storage Project,CA,35.123333,-118.38,CA,0,196943237.0,0.0
1758,Tehachapi Wind Resource I,CA,35.060556,-118.389722,CA,15163,196943237.0,0.0076991727316841
1759,Tehachapi Wind Resource II,CA,35.1061,-118.3114,CA,48826,196943237.0,0.0247919150430131
1760,Teichert Materials-Teichert Vernalis,CA,37.6167,-121.3564,CA,1991,196943237.0,0.0010109511909769
1761,Temescal,CA,33.8343,-117.4971,CA,9949,196943237.0,0.0050517093917776
1762,"Temescal Canyon RV, LLC",CA,33.826389,-117.511667,CA,2184,196943237.0,0.0011089489709159
1763,Tequesquite Landfill Solar PV Project,CA,33.97819,-117.38514,CA,8253,196943237.0,0.0041905475535572
1764,Terminus Hydroelectric Project,CA,36.4156,-119.0069,CA,981,196943237.0,0.00049811306798
1765,Terra Francesco,CA,34.039722,-117.606667,CA,2235,196943237.0,0.0011348447573246
1766,Terra-Gen VG Wind LLC,CA,35.1161,-118.3789,CA,11696,196943237.0,0.0059387670164068
1767,Tesoro Wilmington Calciner,CA,33.77697,-118.22821,CA,204189,196943237.0,0.1036791123728711
1768,Thermalito,CA,39.514893,-121.630077,CA,80809,196943237.0,0.0410316196844068
1769,Thermalito Diverson Dam,CA,39.528749,-121.546359,CA,10860,196943237.0,0.0055142792235104
1770,Thomas M Knott Cogen Facility,CA,35.184444,-120.618333,CA,0,196943237.0,0.0
1771,Three Forks Water Power Project,CA,40.199822,-123.523145,CA,3423,196943237.0,0.0017380642524932
1772,THUMS,CA,33.7684,-118.2141,CA,299402,196943237.0,0.1520245145559377
1773,Tiger Creek,CA,38.449291,-120.492645,CA,143609,196943237.0,0.0729189802034177
1774,Titan Solar 1 (CA),CA,33.101555,-116.010024,CA,193557,196943237.0,0.0982806025474233
1775,TLR000 Hansen Fuel Cell,CA,36.65676,-121.62428,CA,24288,196943237.0,0.0123324874567792
1776,Toadtown,CA,39.893491,-121.59338,CA,1020,196943237.0,0.000517915728175
1777,Top Gun Energy Storage,CA,32.876198,-117.167791,CA,-2627,196943237.0,-0.0013338868803095
1778,Topaz Solar Farm,CA,35.405556,-120.068611,CA,1300785,196943237.0,0.6604872651707253
1779,"Torrance Refining Company, LLC",CA,33.85336,-118.33,CA,125832,196943237.0,0.0638925214781556
1780,Total Energy Facilities,CA,33.7683,-118.2836,CA,162655,196943237.0,0.0825897870257916
1781,TPC Windfarms LLC,CA,35.05,-118.2572,CA,55819,196943237.0,0.0283426843441189
1782,Tracy 210,CA,37.72201,-121.53097,CA,21386,196943237.0,0.0108589664340695
1783,Tracy Combined Cycle Power Plant,CA,37.7107,-121.4906,CA,802663,196943237.0,0.4075605805138665
1784,Tranquillity ID,CA,36.648026,-120.24594,CA,2931,196943237.0,0.0014882460777264
1785,Transamerica Pyramid,CA,37.795556,-122.402778,CA,1246,196943237.0,0.000632669605202
1786,Trinity,CA,40.797296,-122.762553,CA,265206,196943237.0,0.1346611358886114
1787,Tropico Solar PV Plant,CA,35.831944,-119.056111,CA,27060,196943237.0,0.0137399996121725
1788,Tulare 1 and 2,CA,36.2,-119.42,CA,4450,196943237.0,0.0022595343042929
1789,Tulare BioMAT Fuel Cell,CA,36.187138,-119.375097,CA,18408,196943237.0,0.0093468556120056
1790,Tulare Success Power Project,CA,36.058635,-118.924097,CA,0,196943237.0,0.0
1791,Tule River,CA,36.163076,-118.707104,CA,0,196943237.0,0.0
1792,Tule Wind LLC,CA,32.663889,-116.289722,CA,342718,196943237.0,0.1740186691457701
1793,Tulloch,CA,37.876111,-120.605,CA,110108,196943237.0,0.0559084950959752
1794,Turlock Lake,CA,37.611461,-120.594678,CA,-51,196943237.0,-2.5895786408750865e-05
1795,UC Davis South Campus,CA,38.55,-121.75,CA,28547,196943237.0,0.0144950395021688
1796,UC Merced Solar Hybrid,CA,37.365688,-120.432228,CA,8335,196943237.0,0.0042321839160184
1797,UC Riverside Lots 30 & 32,CA,33.97036,-117.33099,CA,6865,196943237.0,0.0034857759548249
1798,UC Santa Cruz Solar,CA,36.9911,-122.0532,CA,1904,196943237.0,0.0009667760259266
1799,UCI Facilities Management Central Plant,CA,33.6481,-117.8467,CA,97730,196943237.0,0.0496234354064161
1800,UCI Fuel Cell,CA,33.788,-117.8901,CA,11144,196943237.0,0.0056584832105709
1801,UCLA So Campus Cogen Project,CA,34.0692,-118.4439,CA,244797,196943237.0,0.1242982514804506
1802,UCSD Fuel Cell Plant,CA,32.877222,-117.234722,CA,7940,196943237.0,0.00403161851148
1803,Union Valley,CA,38.86429,-120.444335,CA,32679,196943237.0,0.0165931059617954
1804,Univ of Calif Santa Cruz Cogeneration,CA,36.9997,-122.0622,CA,30258,196943237.0,0.0153638177481565
1805,Univ of California San Diego Solar,CA,32.874379,-117.238927,CA,2495,196943237.0,0.0012668624919575
1806,Univ of San Francisco Cogen,CA,37.77656,-122.451878,CA,3450,196943237.0,0.0017517737864743
1807,University of California San Diego Hybrid,CA,32.8747,-117.2392,CA,201514,196943237.0,0.1023208529877063
1808,University of San Diego,CA,32.771701,-117.191589,CA,7663,196943237.0,0.0038909688480442
1809,Upper Dawson,CA,37.6508,-120.4706,CA,7331,196943237.0,0.0037223923561284
1810,Upper Gorge,CA,37.546036,-118.590001,CA,19850,196943237.0,0.0100790462787
1811,US Borax,CA,35.0329,-117.701,CA,274145,196943237.0,0.1392000071573922
1812,US GSA - Sacramento,CA,38.601354,-121.397929,CA,1730,196943237.0,0.0008784256958262
1813,USG 1,CA,32.79278,-115.857336,CA,2978,196943237.0,0.0015121108220639
1814,USG 2,CA,32.790403,-115.863214,CA,1914,196943237.0,0.0009718536311048
1815,USPS PV,CA,33.977922,-118.2587,CA,11543,196943237.0,0.0058610796571806
1816,US-TOPCO (Soccer Center),CA,34.66072,-118.081152,CA,6735,196943237.0,0.0034197670875085
1817,VA Sepulveda Ambulatory Care Center,CA,34.248889,-118.483333,CA,6346,196943237.0,0.0032222482460771
1818,Vaca Dixon Battery Storage System,CA,38.393333,-121.927778,CA,-423,196943237.0,-0.0002147826990372
1819,Vaca Dixon Solar Station,CA,38.4106,-121.9264,CA,3093,196943237.0,0.001570503281613
1820,Vacaville,CA,38.399444,-121.960278,CA,1862,196943237.0,0.0009454500841783
1821,Vacaville Hospital,CA,38.38867,-121.93864,CA,3213,196943237.0,0.0016314345437513
1822,Valencia 1 Solar CA,CA,33.04358,-115.62779,CA,7124,196943237.0,0.00361728592894
1823,Valencia 2,CA,33.0218,-115.52641,CA,7355,196943237.0,0.0037345786085561
1824,Valencia 3,CA,32.88567,-115.53765,CA,5550,196943237.0,0.0028180708738934
1825,"Valentine Solar, LLC",CA,34.90422,-118.384341,CA,262683,196943237.0,0.1333800561021549
1826,Valero Refinery Cogeneration Unit 1,CA,38.0736,-122.1411,CA,331142,196943237.0,0.1681408333915015
1827,Valero Wilmington Cogeneration Plant,CA,33.778655,-118.23853,CA,210542,196943237.0,0.106904914942573
1828,Vallecito,CA,34.407086,-119.511547,CA,0,196943237.0,0.0
1829,Vallecitos Water District,CA,33.212535,-117.177029,CA,808,196943237.0,0.0004102704983974
1830,Valley Center,CA,33.2503,-117.0226,CA,5804,196943237.0,0.0029470420454194
1831,Valley Center 1,CA,33.234167,-117.001667,CA,5746,196943237.0,0.0029175919353859
1832,Valley Center 2,CA,33.234167,-117.001667,CA,12092,196943237.0,0.006139840181463
1833,Valley Sanitary District WTP Solar,CA,33.708661,-116.198885,CA,1620,196943237.0,0.0008225720388662
1834,Valley View,CA,33.9001,-117.82905,CA,4719,196943237.0,0.0023961218835861
1835,Van der Hoek Solar Array/ Dairy,CA,36.504015,-120.098148,CA,279,196943237.0,0.0001416651844714
1836,Van der Kooi Dairy Solary Array,CA,36.29169,-120.022439,CA,250,196943237.0,0.0001269401294546
1837,Vanadium Redox Flow Battery Plant,CA,32.682506,-116.988781,CA,-880,196943237.0,-0.0004468292556804
1838,Vandenberg Solar Project,CA,34.749708,-120.509982,CA,42410,196943237.0,0.0215341235606887
1839,Vasco Winds,CA,37.790833,-121.718055,CA,252725,196943237.0,0.1283237768657169
1840,Vega Solar,CA,36.925833,-120.82,CA,49990,196943237.0,0.025382948285754
1841,Venable Solar 1,CA,33.598889,-114.571667,CA,3142,196943237.0,0.0015953835469861
1842,Venable Solar 2,CA,33.597222,-114.571667,CA,3142,196943237.0,0.0015953835469861
1843,Venice Hydro,CA,34.01135,-118.4168,CA,0,196943237.0,0.0
1844,Ventura Solar,CA,34.39919,-118.901987,CA,0,196943237.0,0.0
1845,Verizon-Torrance,CA,33.850556,-118.304167,CA,4524,196943237.0,0.0022971085826115
1846,Vernon,CA,33.9986,-118.2219,CA,0,196943237.0,0.0
1847,Verwey-Hanford Dairy Digester #1,CA,36.18519,-119.681495,CA,66,196943237.0,3.351219417603053e-05
1848,Verwey-Hanford Dairy Digester #2,CA,36.18519,-119.681495,CA,5584,196943237.0,0.0028353347314993
1849,Verwey-Hanford Dairy Digester #3,CA,36.18519,-119.681495,CA,5798,196943237.0,0.0029439954823125
1850,VESI Pomona,CA,34.059444,-117.774167,CA,-3592,196943237.0,-0.0018238757800045
1851,Victor Dry Farm Ranch A,CA,34.501111,-117.466667,CA,9981,196943237.0,0.0050679577283478
1852,Victor Dry Farm Ranch B,CA,34.497778,-117.471111,CA,10014,196943237.0,0.0050847138254359
1853,Victor Mesa Linda B2,CA,34.512778,-117.387222,CA,3686,196943237.0,0.0018716052686795
1854,Victor Mesa Linda C2,CA,34.511389,-117.387222,CA,3780,196943237.0,0.0019193347573544
1855,Victor Mesa Linda D2,CA,34.509444,-117.387222,CA,3766,196943237.0,0.001912226110105
1856,Victor Mesa Linda E2,CA,34.508056,-117.387222,CA,3730,196943237.0,0.0018939467314635
1857,Victor Valley CC CPV Solar,CA,34.48017,-117.257938,CA,2173,196943237.0,0.0011033636052199
1858,Victory Garden (Tehachapi),CA,35.0686,-118.3833,CA,23444,196943237.0,0.0119039375797402
1859,Vinam,CA,34.668889,-118.061389,CA,2317,196943237.0,0.0011764811197857
1860,Vintner Solar,CA,35.55795,-120.68287,CA,4428,196943237.0,0.0022483635729009
1861,Vista Energy Storage System,CA,33.203977,-117.253852,CA,-4877,196943237.0,-0.0024763480454015
1862,Vitro Flat Glass LLC,CA,36.69,-119.72,CA,0,196943237.0,0.0
1863,Volta 1,CA,40.459111,-121.86708,CA,23440,196943237.0,0.011901906537669
1864,Volta 2,CA,40.45193,-121.86215,CA,2616,196943237.0,0.0013283015146135
1865,Voyager Wind I,CA,35.046061,-118.28273,CA,414073,196943237.0,0.2102499208947195
1866,Voyager Wind II,CA,35.073377,-118.268616,CA,505606,196943237.0,0.2567267643722135
1867,Voyager Wind III,CA,35.060768,-118.264734,CA,143948,196943237.0,0.0730911110189582
1868,Voyager Wind IV,CA,35.077872,-118.2497,CA,82460,196943237.0,0.0418699322993254
1869,"VS LADWPGLP Francisco, LLC",CA,33.849,-118.304,CA,0,196943237.0,0.0
1870,Vulcan-BN Geothermal Power Company,CA,33.1633,-115.6167,CA,219790,196943237.0,0.1116006842113598
1871,W E Warne,CA,34.6853,-118.7881,CA,221174,196943237.0,0.1123034247680208
1872,W Plant,CA,32.903333,-117.195556,CA,33400,196943237.0,0.0169592012951427
1873,W R Gianelli,CA,37.0692,-121.0772,CA,-15456,196943237.0,-0.0078479465634049
1874,Wadham Energy LP,CA,39.1062,-122.1096,CA,192354,196943237.0,0.0976697666444875
1875,Wagner Wind LLC,CA,33.908889,-116.555556,CA,14179,196943237.0,0.0071995363821505
1876,Walgreens Woodland Distribution Center,CA,38.674894,-121.713362,CA,1187,196943237.0,0.0006027117346507
