,popup,Plant state abbreviation_x,lat,lon,Plant state abbreviation_y,plant_annual_generation,state_annual_generation,perc_gen_state
6331,Mills Anson Farm,NC,34.968056,-79.935844,NC,9124,129720625.0,0.0070335769658834
6332,Milo Solar,NC,36.148889,-79.348889,NC,5617,129720625.0,0.0043300747279008
6333,Minnie Solar,NC,35.948056,-79.361944,NC,5455,129720625.0,0.004205190963272
6334,Misenheimer Farm,NC,35.468611,-80.293611,NC,9021,129720625.0,0.0069541755599774
6335,Mission,NC,35.0647,-83.9258,NC,10476,129720625.0,0.0080758167793286
6336,Mocksville Farm,NC,35.878611,-80.541944,NC,9218,129720625.0,0.0071060403848655
6337,Mocksville Solar,NC,35.833889,-80.574444,NC,27169,129720625.0,0.0209442407481462
6338,Modlin Solar Farm,NC,35.85028,-77.11023,NC,9419,129720625.0,0.0072609887594975
6339,Moncure Farm LLC,NC,35.568333,-79.0325,NC,5831,129720625.0,0.0044950446392005
6340,Monroe Generating Station,NC,34.985814,-80.506037,NC,240,129720625.0,0.0001850129846352
6341,Monroe Middle School,NC,34.973274,-80.540038,NC,54,129720625.0,4.16279215429312e-05
6342,Monroe Moore Farm,NC,34.971944,-80.601944,NC,9282,129720625.0,0.0071553771807682
6343,Monroe Solar Facility,NC,34.929945,-80.625615,NC,103849,129720625.0,0.0800558893391085
6344,Montgomery Solar LLC,NC,35.344444,-79.768333,NC,38672,129720625.0,0.0298117589242265
6345,Moore Solar,NC,36.38427,-79.48112,NC,8767,129720625.0,0.0067583701512384
6346,Moore Solar Farm,NC,36.273192,-79.759203,NC,7927,129720625.0,0.0061108247050151
6347,Moorings Farm,NC,35.305833,-77.829167,NC,7717,129720625.0,0.0059489383434592
6348,"Moorings Farm 2, LLC",NC,35.305747,-77.828889,NC,9043,129720625.0,0.006971135083569
6349,"Morgan Farm, LLC",NC,36.095572,-78.151987,NC,9088,129720625.0,0.0070058250181881
6350,Morgan's Corner,NC,36.421064,-76.364244,NC,30888,129720625.0,0.0238111711225566
6351,Morganton Station 5,NC,35.729,-81.748075,NC,-31,129720625.0,-2.389751051538643e-05
6352,"Morganton, Parker Road",NC,35.7208,-81.66243,NC,-43,129720625.0,-3.314815974714892e-05
6353,Morning View,NC,35.546315,-79.742842,NC,3699,129720625.0,0.0028515126256907
6354,Mount Olive Farm,NC,35.201944,-78.081667,NC,9415,129720625.0,0.0072579052097536
6355,Mount Olive Solar,NC,35.18,-78.098,NC,3372,129720625.0,0.0025994324341252
6356,Mountain Island,NC,35.3339,-80.9867,NC,127152,129720625.0,0.0980198792597553
6357,Mt Olive Farm 2,NC,35.218056,-78.069722,NC,9327,129720625.0,0.0071900671153873
6358,Mt Olive Solar 1,NC,35.181111,-78.096944,NC,8722,129720625.0,0.0067236802166193
6359,Murdock Solar,NC,35.6633,-78.5206,NC,6828,129720625.0,0.0052636194128728
6360,"Murphy Farm Power, LLC",NC,34.999167,-84.157254,NC,1220,129720625.0,0.0009404826718958
6361,Murphy-Brown LLC,NC,34.9944,-78.1583,NC,8,129720625.0,6.16709948784166e-06
6362,Mustang Solar,NC,35.416167,-79.57597,NC,10108,129720625.0,0.0077921302028879
6363,Nantahala,NC,35.2715,-83.6762,NC,213400,129720625.0,0.1645073788381763
6364,Narrows (NC),NC,35.4189,-80.0917,NC,469645,129720625.0,0.3620434298709245
6365,Nash 58 Farm,NC,36.047222,-78.030833,NC,8856,129720625.0,0.0068269791330407
6366,Nash 64 Farm,NC,35.949444,-78.0925,NC,7096,129720625.0,0.0054702172457155
6367,Nash 97 Solar 2,NC,35.8503,-78.2162,NC,8623,129720625.0,0.0066473623604573
6368,"Nash 97 Solar, LLC",NC,35.84927,-78.21152,NC,9356,129720625.0,0.0072124228510308
6369,"Nashville Farms, LLC",NC,36.034354,-78.010611,NC,3478,129720625.0,0.0026811465023391
6370,NC 102 Project LLC,NC,35.2925,-80.4975,NC,142411,129720625.0,0.1097828506453773
6371,NCSU Cates Cogeneration Plant,NC,35.784027,-78.674704,NC,80444,129720625.0,0.0620132688999918
6372,NCSU CCUP Cogeneration Plant,NC,35.775583,-78.673723,NC,45778,129720625.0,0.0352896850443019
6373,Neisler Street Solar,NC,35.289757,-81.568878,NC,3404,129720625.0,0.0026241008320766
6374,Neuse River Solar Farm,NC,35.714444,-78.498889,NC,1400,129720625.0,0.0010792424103722
6375,New Bern,NC,35.1681,-77.2267,NC,16254,129720625.0,0.0125300043844222
6376,New Bern Farm,NC,35.209564,-77.056725,NC,7886,129720625.0,0.0060792183201399
6377,Newton Grove,NC,35.251628,-78.367439,NC,3052,129720625.0,0.0023527484546115
6378,Nick Solar,NC,35.991111,-79.548056,NC,8789,129720625.0,0.00677532967483
6379,Nickelson Solar 2,NC,34.7457,-77.988,NC,9569,129720625.0,0.0073766218748946
6380,"Nickelson Solar, LLC",NC,34.747103,-77.987375,NC,9678,129720625.0,0.0074606486054164
6381,Nitro Solar,NC,35.486944,-78.313889,NC,7553,129720625.0,0.0058225128039585
6382,North 301 Solar,NC,36.213,-77.624,NC,40353,129720625.0,0.0311076207041093
6383,North Carolina Solar Bethea I,NC,34.704722,-79.525833,NC,3347,129720625.0,0.0025801602482257
6384,North Carolina Solar III LLC,NC,34.766667,-79.559722,NC,8441,129720625.0,0.0065070608471089
6385,"North Nash Farm, LLC",NC,36.070336,-78.038319,NC,9413,129720625.0,0.0072563634348816
6386,Northern Cardinal Solar,NC,36.433289,-77.719745,NC,3775,129720625.0,0.0029101000708252
6387,Oakboro Farm,NC,34.795833,-79.538333,NC,8441,129720625.0,0.0065070608471089
6388,Ocracoke Hybrid,NC,35.109444,-75.979722,NC,-45,129720625.0,-3.468993461910934e-05
6389,Old Caroleen Solar Farm,NC,35.297715,-81.812045,NC,3855,129720625.0,0.0029717710657036
6390,Old Catawba PV 1,NC,35.711667,-81.134167,NC,5902,129720625.0,0.0045497776471551
6391,Old Cedar Solar Energy Storage,NC,35.713,-79.788,NC,903,129720625.0,0.0006961113546901
6392,Old Pageland Monroe Road Solar Farm,NC,34.95233,-80.48191,NC,9018,129720625.0,0.0069518628976695
6393,Old Wire Farm,NC,34.817836,-79.513928,NC,9998,129720625.0,0.0077073325849301
6394,Onslow Power Producers,NC,34.7975,-77.543056,NC,9379,129720625.0,0.0072301532620583
6395,Orbit Energy Charlotte,NC,35.2625,-80.811667,NC,11959,129720625.0,0.0092190428468873
6396,Organ Church Solar,NC,35.525584,-80.451125,NC,9970,129720625.0,0.0076857477367226
6397,Ouchchy PV1,NC,36.084097,-79.24481,NC,5237,129720625.0,0.0040371375022283
6398,Owen Solar,NC,35.586111,-81.315278,NC,9032,129720625.0,0.0069626553217732
6399,Oxford Dam,NC,35.8214,-81.1922,NC,116226,129720625.0,0.0895971631342356
6400,Page Solar,NC,35.533191,-78.639456,NC,2577,129720625.0,0.0019865769225209
6401,Pamlico Partners Solar,NC,35.501111,-76.87,NC,8599,129720625.0,0.0066288610619938
6402,"Panda Solar NC 1, LLC",NC,34.436698,-79.090206,NC,1764,129720625.0,0.001359845437069
6403,"Panda Solar NC 10, LLC",NC,34.909631,-78.912997,NC,3953,129720625.0,0.0030473180344297
6404,"Panda Solar NC 11, LLC",NC,34.908589,-78.912481,NC,4053,129720625.0,0.0031244067780277
6405,"Panda Solar NC 2, LLC",NC,34.4384,-79.0847,NC,3128,129720625.0,0.002411335899746
6406,"Panda Solar NC 3, LLC",NC,34.631814,-79.090672,NC,3129,129720625.0,0.002412106787182
6407,"Panda Solar NC 4, LLC",NC,34.519408,-78.52434,NC,3302,129720625.0,0.0025454703136066
6408,"Panda Solar NC 5, LLC",NC,35.047153,-78.810478,NC,1695,129720625.0,0.0013066542039864
6409,"Panda Solar NC 6, LLC",NC,34.353586,-78.7874,NC,1606,129720625.0,0.0012380452221842
6410,"Panda Solar NC 7, LLC",NC,35.121181,-78.205464,NC,2755,129720625.0,0.0021237948861254
6411,"Panda Solar NC 8, LLC",NC,35.420931,-79.705958,NC,3778,129720625.0,0.0029124127331332
6412,"Panda Solar NC 9, LLC",NC,34.910856,-78.9136,NC,4325,129720625.0,0.0033340881606143
6413,Pasquotank,NC,36.264722,-76.306111,NC,42644,129720625.0,0.0328737238199399
6414,Pate Farm,NC,34.816667,-79.199444,NC,8510,129720625.0,0.0065602520801915
6415,PCIP Solar,NC,36.3125,-78.9675,NC,1754,129720625.0,0.0013521365627092
6416,PCS Phosphate,NC,35.376266,-76.779864,NC,237100,129720625.0,0.1827774110709071
6417,PCSP3 Airport,NC,36.288056,-78.986111,NC,3918,129720625.0,0.0030203369741704
6418,Peake Road,NC,36.271819,-78.653997,NC,0,129720625.0,0.0
6419,"Pecan Grove Solar, LLC",NC,35.067661,-77.185206,NC,9502,129720625.0,0.0073249724166839
6420,Pecan PV1,NC,34.909167,-79.829444,NC,9431,129720625.0,0.0072702394087293
6421,Pecan Solar,NC,36.481008,-77.481164,NC,163335,129720625.0,0.1259128993558272
6422,Penny Hill Solar,NC,35.759,-77.513,NC,3778,129720625.0,0.0029124127331332
6423,"Perkins Solar, LLC",NC,36.43741,-78.97198,NC,3734,129720625.0,0.00287849368595
6424,"PG Solar, LLC",NC,35.167164,-78.017811,NC,3845,129720625.0,0.0029640621913438
6425,Phelps 158 Solar Farm,NC,36.442636,-77.161514,NC,10519,129720625.0,0.0081089649390758
6426,Pikeville Farm,NC,35.478155,-77.979166,NC,10379,129720625.0,0.0080010406980385
6427,"Pilot Mountain Solar, LLC",NC,36.27066,-80.37635,NC,9799,129720625.0,0.00755392598517
6428,Pinesage,NC,35.220823,-79.51909,NC,8615,129720625.0,0.0066411952609694
6429,Pineville Delivery 2,NC,35.0767,-80.8816,NC,-34,129720625.0,-2.6210172823327052e-05
6430,Plott Hound Solar,NC,35.138,-77.092,NC,6720,129720625.0,0.0051803635697869
6431,Plymouth Solar LLC,NC,35.875,-76.710556,NC,5039,129720625.0,0.0038845017899042
6432,Pollocksville Solar,NC,34.998,-77.219,NC,8558,129720625.0,0.0065972546771186
6433,Porter Solar,NC,35.2167,-77.0743,NC,7441,129720625.0,0.0057361734111287
6434,Powatan Road Solar,NC,35.602063,-78.372088,NC,4199,129720625.0,0.0032369563436808
6435,Princeton,NC,35.504444,-78.192222,NC,8847,129720625.0,0.0068200411461168
6436,Progress Manis I,NC,34.756389,-79.447222,NC,2976,129720625.0,0.002294161009477
6437,"Progress Solar 1, LLC",NC,35.948056,-78.250833,NC,6245,129720625.0,0.0048141920376963
6438,"Progress Solar II, LLC",NC,34.476111,-79.0975,NC,5464,129720625.0,0.0042121289501958
6439,"Progress Solar III, LLC",NC,34.714167,-79.353889,NC,5906,129720625.0,0.0045528611968991
6440,Quarter Horse Solar,NC,34.437,-77.642,NC,9619,129720625.0,0.0074151662466936
6441,Queens Creek,NC,35.27127,-83.676016,NC,4064,129720625.0,0.0031328865398235
6442,Quincy Solar,NC,35.0717,-78.8078,CO,3545,56832513.0,0.0062376266909049
6443,Quincy Solar,NC,35.0717,-78.8078,NC,6820,129720625.0,0.005257452313385
6444,QVC Inc,NC,35.9222,-77.6731,NC,3229,129720625.0,0.00248919553078
6445,Raeford Farm,NC,34.968889,-79.211944,NC,8392,129720625.0,0.0064692873627459
6446,Railroad Farm,NC,34.82,-78.970833,NC,8038,129720625.0,0.0061963932104089
6447,Railroad Farm 2,NC,34.807903,-78.950494,NC,9295,129720625.0,0.007165398717436
6448,"Railroad Solar Farm, LLC",NC,34.68056,-79.185,NC,6654,129720625.0,0.0051294849990123
6449,Rams Horn Solar Center LLC,NC,35.64,-77.316111,NC,8914,129720625.0,0.0068716906043275
6450,"Ranchland Solar, LLC",NC,36.472591,-76.154089,NC,134472,129720625.0,0.1036627752911304
6451,Ray Wilson Solar,NC,35.933,-80.376,NC,8691,129720625.0,0.0066997827061039
6452,"Red Hill Solar Center, LLC",NC,36.404382,-78.141105,NC,8222,129720625.0,0.0063382364986292
6453,"Red Oak Solar Farm, LLC",NC,35.993015,-77.933518,NC,9608,129720625.0,0.0074066864848978
6454,"Red Toad 1425 A Powatan Road, LLC",NC,35.604208,-78.370875,NC,3912,129720625.0,0.0030157116495545
6455,"Red Toad 4451 Buffalo Road, LLC",NC,35.557397,-78.297336,NC,4073,129720625.0,0.0031398245267473
6456,"Red Toad 5840 Buffalo Road, LLC",NC,35.572873,-78.302297,NC,4427,129720625.0,0.0034127186790843
6457,Redmon Solar Farm LLC,NC,35.710833,-80.665833,NC,3999,129720625.0,0.0030827788564848
6458,Reventure Park,NC,35.294444,-80.998889,NC,26558,129720625.0,0.0204732285247623
6459,Rhodhiss,NC,35.774234,-81.437773,NC,73917,129720625.0,0.056981686605349
6460,"Richlands Solar, LLC",NC,34.784644,-77.637943,NC,3898,129720625.0,0.0030049192254508
6461,Ridgeback,NC,35.86546,-79.57982,NC,3,129720625.0,2.3126623079406225e-06
6462,"River Road Solar, LLC",NC,36.351,-76.842,NC,8668,129720625.0,0.0066820522950764
6463,Roanoke Rapids,NC,36.4789,-77.6722,NC,284448,129720625.0,0.219277389389698
6464,Robeson County LFG to Energy,NC,34.791,-78.9088,NC,0,129720625.0,0.0
6465,Robin Solar,NC,35.264418,-78.081389,NC,7114,129720625.0,0.0054840932195631
6466,Rock Farm,NC,34.965556,-79.609722,NC,8792,129720625.0,0.0067776423371379
6467,"Rockingham Solar, LLC",NC,34.980661,-79.603732,NC,9265,129720625.0,0.0071422720943566
6468,Rockwell Solar LLC,NC,35.541667,-80.474722,NC,5536,129720625.0,0.0042676328455864
6469,Rocky Mount Mill,NC,35.960058,-77.802435,NC,0,129720625.0,0.0
6470,"Roper Farm, LLC",NC,35.187475,-81.440717,NC,9727,129720625.0,0.0074984220897794
6471,Rose Hill,NC,34.823889,-77.969722,NC,3350,129720625.0,0.0025824729105336
6472,Rosemary Power Station,NC,36.4517,-77.6594,NC,10517,129720625.0,0.0081074231642038
6473,Rosewood Solar,NC,35.4375,-78.10709,NC,3949,129720625.0,0.0030442344846858
6474,Roxboro,NC,36.4833,-79.0731,NC,5519132,129720625.0,4.254629516316314
6475,Roxboro Farm,NC,36.4797,-78.917364,NC,6979,129720625.0,0.0053800234157058
6476,"Roxboro Solar Farm, LLC",NC,36.326821,-78.622242,NC,8838,129720625.0,0.006813103159193
6477,Royal Solar,NC,35.216,-78.689,NC,9199,129720625.0,0.0070913935235819
6478,Ruff Solar LLC,NC,35.32062,-81.7634,NC,44725,129720625.0,0.0344779405742147
6479,Ruskin Solar,NC,35.274,-78.022,NC,3819,129720625.0,0.0029440191180084
6480,Rutherford Farm,NC,35.257778,-81.830556,NC,137265,129720625.0,0.1058158638998231
6481,Ryland Road Solar,NC,36.27585,-76.64867,NC,2282,129720625.0,0.0017591651289068
6482,Sabattus Solar LLC,NC,35.819,-78.135,NC,9074,129720625.0,0.0069950325940844
6483,Sadiebrook NC Solar,NC,34.44,-78.658,NC,9269,129720625.0,0.0071453556441005
6484,Salem Energy Systems LLC,NC,36.191241,-80.183458,NC,24513,129720625.0,0.0188967637181828
6485,Salisbury Solar,NC,35.632585,-80.422626,NC,7778,129720625.0,0.005995962477054
6486,"Samarcand Solar Farm, LLC",NC,35.311667,-79.695,NC,8330,129720625.0,0.0064214923417151
6487,Sampson County Disposal,NC,34.9856,-78.4625,NC,10794,129720625.0,0.0083209589839703
6488,Sampson Solar,NC,34.961039,-78.470536,NC,2626,129720625.0,0.002024350406884
6489,"Sandy Cross Solar, LLC",NC,35.868333,-77.954167,NC,2037,129720625.0,0.0015702977070916
6490,Sandy Solar,NC,36.33,-76.058,NC,10260,129720625.0,0.0079093050931569
6491,Santeetlah,NC,35.4475,-83.863889,NC,178116,129720625.0,0.1373073865470506
6492,Sarah Solar,NC,36.139444,-78.146944,NC,8274,129720625.0,0.0063783226453002
6493,SAS Solar Farm,NC,35.8136,-78.7503,NC,1820,129720625.0,0.0014030151334839
6494,Scarlet Solar,NC,35.287803,-77.795061,NC,3939,129720625.0,0.003036525610326
6495,Schell Solar Farm,NC,36.435556,-77.566389,NC,8755,129720625.0,0.0067491195020067
6496,"Scotch Bonnet Solar, LLC",NC,34.53827,-77.908113,NC,6618,129720625.0,0.005101733051317
6497,Seaboard Solar LLC,NC,36.476944,-77.467778,NC,8765,129720625.0,0.0067568283763665
6498,Seagrove,NC,35.532427,-79.787634,NC,0,129720625.0,0.0
6499,Sedberry Farm,NC,35.243889,-79.321667,NC,8674,129720625.0,0.0066866776196923
6500,Selma Solar LLC,NC,35.576389,-78.183333,NC,8678,129720625.0,0.0066897611694362
6501,Shankle Solar Center LLC,NC,34.943889,-79.195833,NC,8329,129720625.0,0.0064207214542791
6502,Shannon Farm,NC,34.8475,-79.128889,NC,8193,129720625.0,0.0063158807629858
6503,Shawboro PV1,NC,36.433333,-76.087222,NC,39215,129720625.0,0.0302303508019638
6504,"Shelby Randolph Road Solar 1, LLC",NC,35.309229,-81.588436,NC,3374,129720625.0,0.0026009742089972
6505,Shelby Solar Energy Generation Facility,NC,35.2536,-81.5956,NC,1535,129720625.0,0.0011833122142296
6506,"Shelby, NC",NC,35.3264,-81.6292,NC,0,129720625.0,0.0
6507,"Shelby, Toms Street",NC,35.3036,-81.5225,NC,-30,129720625.0,-2.3126623079406224e-05
6508,Shelter Solar,NC,34.983772,-79.268026,NC,9657,129720625.0,0.0074444599692608
6509,Shiloh Hwy Solar,NC,36.27,-76.033,NC,11229,129720625.0,0.0086562950186217
6510,"Shoe Creek Solar, LLC",NC,34.84492,-79.38472,NC,145109,129720625.0,0.1118627049476519
6511,"SID Solar I, LLC",NC,35.258647,-81.505606,NC,8257,129720625.0,0.0063652175588885
6512,Sigmon Catawba Farm,NC,35.612222,-81.243333,NC,9087,129720625.0,0.0070050541307521
6513,"Siler 421 Farm, LLC",NC,35.747372,-79.449675,NC,9954,129720625.0,0.0076734135377469
6514,Siler City Solar 2,NC,35.688107,-79.465408,NC,9738,129720625.0,0.0075069018515752
6515,Simons Farm,NC,36.306389,-76.997222,NC,9561,129720625.0,0.0073704547754067
6516,Smith Solar Farm,NC,34.775083,-79.558408,NC,0,129720625.0,0.0
6517,Smithfield Farmland Corp Bladen,NC,34.74625,-78.807292,NC,38,129720625.0,2.929372256724789e-05
6518,Smithfield Packaged Meats Corp.,NC,35.694344,-77.91919,NC,1898,129720625.0,0.0014631443534904
6519,Smithfield Packaged Meats Corp.,NC,35.268333,-77.659167,NC,1898,129720625.0,0.0014631443534904
6520,Sneads Grove,NC,34.79217,-79.465814,NC,0,129720625.0,0.0
6521,"Snow Camp Solar, LLC",NC,35.86267,-79.42346,NC,10465,129720625.0,0.0080673370175328
6522,Snow Hill Solar 2 LLC,NC,35.444167,-77.649444,NC,3740,129720625.0,0.0028831190105659
6523,"SoINCPower5, LLC",NC,36.052801,-77.762458,NC,10807,129720625.0,0.0083309805206381
6524,"SoINCPower6, LLC",NC,36.443,-76.581,NC,8870,129720625.0,0.0068377715571444
6525,"Solar Lee, LLC",NC,35.184704,-78.08459,NC,9749,129720625.0,0.007515381613371
6526,Solar Star North Carolina II LLC,NC,36.425,-77.064,NC,9250,129720625.0,0.0071307087828169
6527,Soluga Farms 1,NC,35.243056,-78.386944,NC,8920,129720625.0,0.0068763159289434
6528,Soluga Farms 2 LLC,NC,34.500008,-78.689167,NC,8732,129720625.0,0.0067313890909791
6529,Soluga Farms III,NC,35.219272,-78.673331,NC,9366,129720625.0,0.0072201317253906
6530,Soluga Farms IV,NC,35.21871,-78.669479,NC,6447,129720625.0,0.0049699112997643
6531,Sonne One,NC,35.437222,-77.833611,NC,9281,129720625.0,0.0071546062933323
6532,Sonne Two,NC,35.656667,-81.183611,NC,9222,129720625.0,0.0071091239346094
6533,Sophie Solar,NC,35.305,-81.696944,NC,7842,129720625.0,0.0060452992729567
6534,Soul City Solar,NC,36.25,-78.25,NC,5276,129720625.0,0.0040672021122315
6535,South Atlantic Services Solar Farm I,NC,34.290189,-77.975668,NC,2887,129720625.0,0.0022255520276748
6536,South Louisburg Solar,NC,36.057,-78.308,NC,0,129720625.0,0.0
6537,South Robeson Farm,NC,34.561146,-79.28097,NC,8192,129720625.0,0.0063151098755498
6538,"South Winston Farm, LLC",NC,36.0288,-80.302,NC,8797,129720625.0,0.0067814967743178
6539,Southerland Farm Solar,NC,36.265611,-78.367806,NC,9675,129720625.0,0.0074583359431085
6540,"Speedway Solar NC, LLC",NC,35.218,-80.536,NC,0,129720625.0,0.0
6541,"Spencer Farm, LLC",NC,35.712886,-80.407853,NC,9315,129720625.0,0.0071808164661556
6542,Spicewood Solar Farm LLC,NC,35.3025,-79.701667,NC,8906,129720625.0,0.0068655235048397
6543,"Spring Hope Solar 3, LLC",NC,35.905578,-78.192464,NC,7932,129720625.0,0.006114679142195
6544,"Spring Valley Farm 2, LLC",NC,36.371111,-78.415278,NC,9478,129720625.0,0.0073064711182204
6545,"St. Pauls Solar 1, LLC",NC,34.7716,-78.9836,NC,9028,129720625.0,0.0069595717720293
6546,St. Pauls Solar 2,NC,34.7691,-78.981,NC,9387,129720625.0,0.0072363203615462
6547,Stagecoach Solar,NC,36.414722,-78.459722,NC,8728,129720625.0,0.0067283055412352
6548,Stainback Solar Farm,NC,36.395286,-78.328294,NC,9658,129720625.0,0.0074452308566968
6549,Star Solar,NC,36.08,-78.823889,NC,9411,129720625.0,0.0072548216600097
6550,Starr,NC,35.015398,-78.350802,NC,10071,129720625.0,0.0077636073677566
6551,Statesville Delivery No 3,NC,35.7972,-80.8542,NC,-50,129720625.0,-3.854437179901037e-05
6552,Statesville Solar,NC,35.739704,-80.712405,NC,9673,129720625.0,0.0074567941682365
6553,"Statesville, Highway 64",NC,35.798462,-80.942709,NC,-43,129720625.0,-3.314815974714892e-05
6554,Stikeleather Farm,NC,35.902222,-81.106111,NC,9602,129720625.0,0.0074020611602819
6555,Stone Solar,NC,34.583119,-79.031836,NC,9699,129720625.0,0.007476837241572
6556,Stout Farm,NC,36.079167,-79.199722,NC,9186,129720625.0,0.0070813719869141
6557,"Strider Solar, LLC",NC,35.6,-79.79,NC,9317,129720625.0,0.0071823582410275
6558,Sugar Run Solar,NC,36.437752,-76.597825,NC,9599,129720625.0,0.007399748497974
6559,"Sugar Solar, LLC",NC,36.1607,-80.6574,NC,0,129720625.0,0.0
6560,Summit Farms Solar,NC,36.4765,-76.136,NC,111090,129720625.0,0.0856378852630412
6561,Sun Devil Solar,NC,36.432,-77.9703,NC,8752,129720625.0,0.0067468068396987
6562,"Sun Farm V, LLC",NC,36.160629,-76.489357,NC,9679,129720625.0,0.0074614194928524
6563,"Sun Farm VI, LLC",NC,36.114444,-76.507778,NC,10881,129720625.0,0.0083880261909006
6564,"Sun Farm VIII, LLC",NC,36.06,-77.75,NC,5929,129720625.0,0.0045705916079266
6565,"Suncaster, LLC",NC,35.504069,-77.969554,NC,4544,129720625.0,0.003502912509094
6566,SunEdison LV Sutton Plant Site,NC,34.2867,-77.9814,NC,1330,129720625.0,0.0010252802898536
6567,"SunEnergy1-Scotland Neck, LLC",NC,36.124961,-77.409085,NC,5781,129720625.0,0.0044565002674015
6568,Sunfish Farm,NC,35.558056,-78.735833,NC,8390,129720625.0,0.0064677455878739
6569,Sunflower Solar,NC,36.395,-77.593,NC,32437,129720625.0,0.0250052757608899
6570,"Swansboro Solar, LLC",NC,34.810913,-77.21041,NC,8298,129720625.0,0.0063968239437637
6571,"Sweet Tea Solar, LLC",NC,35.160889,-77.133295,NC,5189,129720625.0,0.0040001349053012
6572,Sweetgum Solar,NC,35.458333,-79.181111,NC,8841,129720625.0,0.006815415821501
6573,Tamworth Holdings,NC,34.745617,-78.421185,NC,10858,129720625.0,0.008370295779873
6574,Tanager Holdings,NC,35.7527,-79.784627,NC,8412,129720625.0,0.0064847051114655
6575,Tarboro Solar,NC,35.858056,-77.499167,NC,7692,129720625.0,0.0059296661575597
6576,Tart Farm,NC,35.204444,-78.681111,NC,8480,129720625.0,0.0065371254571121
6577,Tate Solar,NC,36.066109,-78.029612,NC,8844,129720625.0,0.0068177284838089
6578,Taylorsville Solar LLC,NC,35.909074,-81.152498,NC,1538,129720625.0,0.0011856248765375
6579,Tennessee Creek,NC,35.2139,-83.0028,NC,24071,129720625.0,0.0185560314714795
6580,"Thanksgiving Fire Solar Farm, LLC",NC,35.701,-78.327,NC,3844,129720625.0,0.0029632913039079
6581,Thornton PV1,NC,35.395833,-77.661667,NC,8560,129720625.0,0.0065987964519905
6582,Thorpe,NC,35.233988,-83.125398,NC,87227,129720625.0,0.0672421983782455
6583,Three Bridge,NC,34.6705,-79.2001,NC,3360,129720625.0,0.0025901817848934
6584,Thunderhead,NC,35.75101,-79.78992,NC,0,129720625.0,0.0
6585,Tiburon Holdings,NC,35.903333,-80.416944,NC,8892,129720625.0,0.006854731080736
6586,Tides Lane Farm,NC,36.06936,-78.298796,NC,6038,129720625.0,0.0046546183384484
6587,Tillery,NC,35.206741,-80.06483,NC,188156,129720625.0,0.1450470964042919
6588,Tinker (NC),NC,35.688268,-79.136921,NC,0,129720625.0,0.0
6589,Tolson Solar,NC,35.829572,-77.615869,NC,5074,129720625.0,0.0039114828501635
6590,Town of Cary,NC,34.823889,-77.969722,NC,2226,129720625.0,0.0017159954324919
6591,Tracy Solar,NC,35.7998,-78.1398,NC,17788,129720625.0,0.0137125457112159
6592,Trent River Farm,NC,35.059582,-77.186594,NC,0,129720625.0,0.0
6593,"Trent River Solar, LLC",NC,34.9915,-77.2514,NC,51050,129720625.0,0.0393538036067895
6594,Trinity Solar,NC,35.87025,-79.9282,NC,9669,129720625.0,0.0074537106184926
6595,Tripple State Farm,NC,35.734972,-80.774867,NC,9547,129720625.0,0.007359662351303
6596,"Trojan Solar, LLC",NC,34.312472,-78.20425,NC,9776,129720625.0,0.0075361955741425
6597,Truman (NC),NC,35.713283,-78.326891,NC,0,129720625.0,0.0
6598,Tuckasegee,NC,35.247011,-83.128111,NC,8100,129720625.0,0.0062441882314396
6599,Tuckertown Hydro,NC,35.4856,-80.1758,NC,106392,129720625.0,0.0820162560888062
6600,Turkey Branch Solar LLC,NC,34.524444,-79.104444,NC,8406,129720625.0,0.0064800797868496
6601,Turkey Creek PV1,NC,36.441359,-77.135575,NC,19897,129720625.0,0.0153383473136981
6602,Turner Shoals,NC,35.334767,-82.186369,NC,15862,129720625.0,0.012227816509518
6603,Tuxedo,NC,35.245006,-82.389371,NC,21802,129720625.0,0.0168068878792404
6604,"TWE Chocowinity Solar, LLC",NC,35.501688,-77.105614,NC,6488,129720625.0,0.0050015176846395
6605,"TWE New Bern Solar Project, LLC",NC,35.154273,-77.13432,NC,5947,129720625.0,0.0045844675817742
6606,Two Lines Farm,NC,35.629167,-81.326667,NC,8483,129720625.0,0.0065394381194201
6607,Two Mile Desert Project,NC,36.22,-76.46,NC,28437,129720625.0,0.0219217260169691
6608,Two Mile Solar,NC,36.223056,-76.461944,NC,8747,129720625.0,0.0067429524025188
6609,Underwood PV2,NC,36.419353,-77.049537,NC,32699,129720625.0,0.0252072482691168
6610,Upchurch Solar Center LLC,NC,35.781944,-77.883889,NC,8366,129720625.0,0.0064492442894104
6611,Uwharrie Mountain Renewable,NC,35.332974,-79.964939,NC,49638,129720625.0,0.0382653105471855
6612,Van Buren,NC,34.984045,-78.527499,NC,3819,129720625.0,0.0029440191180084
6613,"Van Slyke Solar Center, LLC",NC,35.776992,-77.880517,NC,9151,129720625.0,0.0070543909266548
6614,"Vance Solar Farm, LLC",NC,36.258478,-78.411966,NC,8799,129720625.0,0.0067830385491898
6615,Vaughn Creek PV1,NC,36.451012,-77.120595,NC,42936,129720625.0,0.0330988229512461
6616,"Ventura Solar, LLC",NC,35.878809,-81.177116,NC,10873,129720625.0,0.0083818590914127
