,Plant name,Plant state abbreviation,plant_annual_generation,state_annual_generation,perc_gen_state
6816,Neuse River Solar Farm,NC,1400,129720625,0.0010792424103722904
6817,Nevada,MO,1300,76941313,0.0016895994483483797
6818,Nevada Cogen Assoc#1 GarnetVly,NV,716086,41598742,1.7214126331031836
6819,Nevada Cogen Associates 2 Black Mountain,NV,723457,41598742,1.7391319189412027
6820,Nevada Solar One,NV,97733,41598742,0.23494220089636367
6821,Neversink,NY,29624,123769368,0.02393483983856167
6822,New Auburn DPC Solar,WI,4946,64242371,0.007698968644852786
6823,New Badger,WI,34036,64242371,0.05298060994666588
6824,New Bedford (MA) Plymouth,MA,5529,19429320,0.02845699180413931
6825,New Bern,NC,16254,129720625,0.012530004384422292
6826,New Bern Farm,NC,7886,129720625,0.006079218320139916
6827,New Castle Plant,PA,297628,241279453,0.12335405949382686
6828,New Castle Solar RES,IN,1409,94126593,0.0014969202167978183
6829,New Covert Generating Facility,MI,7045134,115298866,6.110323756349867
6830,New Creek Wind,WV,303345,65836039,0.460758278607861
6831,New England Wind LLC,MA,78477,19429320,0.40391017287275105
6832,New Frontier Wind,ND,413682,43032351,0.9613279088562928
6833,New Germany Community Solar Garden,MN,1860,59157452,0.003144151644665156
6834,New Hampton,IA,2449,67198530,0.0036444249598912358
6835,New Harvest Wind Project LLC,IA,257209,67198530,0.3827598609671968
6836,New Haven Harbor,CT,9505,44079902,0.02156311509041014
6837,New Haven Solar RES,IN,1844,94126593,0.0019590637897623684
6838,New Hogan Power Plant,CA,4437,196943237,0.0022529334175613253
6839,New Knoxville,OH,0,125609074,0.0
6840,New Lahontan,NV,8050,41598742,0.019351546736677758
6841,New Lisbon,WI,44,64242371,6.849062280095484e-05
6842,New Lisbon Solar,WI,3751,64242371,0.0058388255937814005
6843,New Madrid,MO,5649269,76941313,7.3423090661320005
6844,New Martinsville Hannibal Hydro,WV,228486,65836039,0.3470530783299402
6845,New Melones,CA,379400,196943237,0.19264434046039366
6846,New Mexico State University,NM,35115,35073576,0.10011810600664159
6847,New Mexico Wind Energy Center,NM,611354,35073576,1.7430615002017473
6848,New Milford Gas Recovery,CT,6130,44079902,0.013906564492815795
6849,New Munich Solar,MN,2213,59157452,0.0037408642955075212
6850,New Orleans Power,LA,166060,96954180,0.17127678249663914
6851,New Orleans Solar Power Plant,LA,221,96954180,0.0002279427251099437
6852,New Orleans Solar Station,LA,32723,96954180,0.03375099454195786
6853,New Prague,MN,-64,59157452,-0.00010818586304224192
6854,New River,VA,17658,93102970,0.018966097429544942
6855,New River Clean Energy,WV,10166,65836039,0.015441390694844202
6856,"New Road Solar, LLC",NJ,16240,61421718,0.026440159163245807
6857,New Roads,LA,7,96954180,7.21990532022446e-06
6858,New Stuyahok,AK,1878,6595656,0.028473286053729906
6859,New Ulm,MN,7175,59157452,0.01212864948950134
6860,New York Presbyterian Hospital-168th St,NY,265,123769368,0.00021410790430795445
6861,New York State Dam Hydro,NY,52602,123769368,0.04250001502795102
6862,New York University Central Plant,NY,74077,123769368,0.05985083482045413
6863,New-Indy Ontario Mill,CA,248416,196943237,0.12613583679443635
6864,NewYork-Presbyterian Brooklyn Methodist Hospital,NY,46,123769368,3.7165900370437374e-05
6865,Newark America Mill,MA,0,19429320,0.0
6866,Newark Bay Cogeneration Partnership LP,NJ,61250,61421718,0.09972042787862105
6867,Newark Energy Center,NJ,4273117,61421718,6.957013152904645
6868,Newberry,MI,0,115298866,0.0
6869,Newberry Solar 1 LLC,CA,2969,196943237,0.0015075409774035551
6870,Newcastle,CA,5760,196943237,0.0029247005826353915
6871,Newfield Community Solar LLC,NY,8472,123769368,0.00684498930300751
6872,Newfound Hydroelectric,NH,4852,17193202,0.02822045596858572
6873,Newhalem,WA,0,110808277,0.0
6874,Newhalen,AK,3491,6595656,0.0529287761520613
6875,Newington,NH,1287481,17193202,7.488314276770551
6876,Newman,TX,2982048,481398138,0.6194556573045988
6877,Newman (PA),PA,11813,241279453,0.004895982584973781
6878,Newman Solar,TX,26014,481398138,0.005403843086738321
6879,Newport,VT,8616,2107642,0.4087980786110734
6880,Newport Hydro,NY,6768,123769368,0.005468235080589569
6881,Newport Hydro Station,VA,4242,93102970,0.004556245627824762
6882,Newton,IL,3254366,181296239,1.7950543364553744
6883,Newton Grove,NC,3052,129720625,0.002352748454611593
6884,Newton Rumford Landfill,MA,2607,19429320,0.013417865370481313
6885,Nexamp Peak CSG,MA,1886,19429320,0.009706978936988016
6886,Next Generation Solar Farm,VT,4061,2107642,0.19267978148091564
6887,NextEra Westside PV,CA,53940,196943237,0.027388602331137678
6888,"NextEra-Blackwell Wind, LLC",OK,203534,80754539,0.25204032184494296
6889,Nextsun Energy Littleton,MA,5360,19429320,0.02758717237659372
6890,Niagara,VA,8946,93102970,0.009608716026996774
6891,Niagara Bottling - Rialto,CA,0,196943237,0.0
6892,Niagara Bottling - Seguin,TX,195,481398138,4.050701168270825e-05
6893,Niagara Bottling Stockton,CA,1650,196943237,0.0008378048544007632
6894,Niangua,MO,2714,76941313,0.003527363771398078
6895,Nichols,TX,582238,481398138,0.12094728958008559
6896,Nick Solar,NC,8789,129720625,0.0067753296748300435
6897,Nickajack,TN,555274,79057159,0.7023702938781293
6898,Nickel 1 Solar Facility,CA,2270,196943237,0.0011526163754483228
6899,Nickelson Solar 2,NC,9569,129720625,0.007376621874894605
6900,"Nickelson Solar, LLC",NC,9678,129720625,0.007460648605416448
6901,Nicolis Solar PV Plant,CA,40152,196943237,0.02038760031145421
6902,Nicollet Community Solar One LLC,MN,1953,59157452,0.003301359226898413
6903,Nicollet Garden,MN,1832,59157452,0.0030968203295841748
6904,Nikiski Combined Cycle,AK,399354,6595656,6.054803343291402
6905,Niland Gas Turbine Plant,CA,89256,196943237,0.04532067277842092
6906,Niles Power Plant,OH,-214,125609074,-0.0001703698571967818
6907,Nimbus,CA,22340,196943237,0.011343369968068515
6908,Nine Canyon,WA,243643,110808277,0.21987797897083083
6909,Nine Mile,WA,131044,110808277,0.1182619237008802
6910,Nine Mile Point,LA,7971042,96954180,8.22145264907609
6911,Nine Mile Point Nuclear Station,NY,16206391,123769368,13.094024201529411
6912,Nine Springs,WI,12,64242371,1.8679260763896775e-05
6913,"Ninnescah Wind Energy, LLC",KS,831715,56572967,1.4701633025540273
6914,Ninth Street Hydropower Project,MI,6069,115298866,0.005263711787069961
6915,Nippon Dynawave Packaging Longview WA,WA,302571,110808277,0.2730581218224339
6916,Nitro Solar,NC,7553,129720625,0.005822512803958507
6917,"Nixa Solar, LLC",MO,14419,76941313,0.018740257265950216
6918,"Niyol Wind, LLC",CO,208745,56832513,0.36729855672579537
6919,Noatak,AK,1807,6595656,0.02739681996756653
6920,Noble Hill Landfill,MO,12573,76941313,0.01634102604929552
6921,Noble Ridge LLC,MN,841,59157452,0.0014216298565394602
6922,Nobles 2 Wind Project,MN,936638,59157452,1.5832967248149903
6923,Nobles Wind Project,MN,343970,59157452,0.5814483017287492
6924,Noblesville,IN,1273956,94126593,1.3534496037692558
6925,Nodaway,MO,12718,76941313,0.01652948137238053
6926,Nolan,MA,0,19429320,0.0
6927,Noland Wastewater Treatment Plant Hybrid,AR,9141,61100036,0.014960711316111173
6928,Nolte,TX,5066,481398138,0.0010523513906902564
6929,Nooksack Hydro,WA,22656,110808277,0.020446126059698592
6930,Noorvik,AK,2006,6595656,0.030413957307658255
6931,"NorWest Energy 2, LLC",OR,22252,61016793,0.03646864888490616
6932,"NorWest Energy 4, LLC",OR,9640,61016793,0.015798929320982178
6933,NorWest Energy 9 LLC,OR,11454,61016793,0.018771881373706417
6934,Norden 1-3,CT,51,44079902,0.00011569898680809227
6935,Nordhoff Place,CA,1588,196943237,0.0008063237022960072
6936,Norfolk,NY,27030,123769368,0.021839006239411353
6937,Norfork,AR,279160,61100036,0.45689007450011976
6938,Norman Solar,OK,3823,80754539,0.004734099218868676
6939,Normanskill Hydro Project,NY,851,123769368,0.0006875691568530915
6940,Norris Dam,TN,448982,79057159,0.5679207369442658
6941,North 1st,NY,33717,123769368,0.027241797017174718
6942,North 301 Solar,NC,40353,129720625,0.03110762070410931
6943,North Adams Landfill,MA,3374,19429320,0.017365507387803587
6944,North Allegheny Windpower Project,PA,142983,241279453,0.059260329970990115
6945,North Anna,VA,15371765,93102970,16.510499074304505
6946,North Bay Solar 1,CA,2050,196943237,0.001040909061528221
6947,North Bergen Solar,NJ,2158,61421718,0.003513415238564314
6948,North Branch (MN),MN,565,59157452,0.000955078322169792
6949,North Brawley Geothermal Plant,CA,45120,196943237,0.02291015456397723
6950,North Brookfield,MA,4182,19429320,0.02152417068636473
6951,North Carolina Solar Bethea I,NC,3347,129720625,0.0025801602482257544
6952,North Carolina Solar III LLC,NC,8441,129720625,0.006507060847108931
6953,North Central Bronx Hospital,NY,0,123769368,0.0
6954,North Chicago Energy Center,IL,36283,181296239,0.02001310131976869
6955,North City - Landfill Gas Engine North,CA,7861,196943237,0.003991505430572364
6956,North City - Landfill Gas Engines South,CA,17680,196943237,0.008977205955033632
6957,North County,NY,1117,123769368,0.0009024850155169251
6958,North Denver,NE,0,37910817,0.0
6959,North English,IA,1267121,67198530,1.8856379745211687
6960,North Fork,OR,167165,61016793,0.2739655622346458
6961,North Fork Hydro Plant,CO,16,56832513,2.815289902806163e-05
6962,North Fork Ridge Wind Energy Center,MO,497342,76941313,0.6463913606465229
6963,North Fork TX,TX,934,481398138,0.00019401819954692056
6964,North Gainesville Solar,TX,6806,481398138,0.001413798571859038
6965,North Generation Plant,IA,124,67198530,0.00018452784607044233
6966,North Gooding Main Hydro,ID,4016,16834340,0.02385599910658808
6967,North Gorham,ME,7012,10900855,0.06432522953474751
6968,North Highlands,GA,133731,124199660,0.10767420780378949
6969,North Hollywood,CA,0,196943237,0.0
6970,North Hurlburt Wind LLC,OR,569666,61016793,0.9336216670712274
6971,North Jersey Media Group Solar Facility,NJ,5226,61421718,0.008508391119896711
6972,North Kern State Prison Phase II,CA,8065,196943237,0.004095088576207367
6973,North Lancaster Ranch,CA,35159,196943237,0.017852352045985717
6974,North Loop,AZ,1688,108500902,0.0015557474351687876
6975,North Main Street,CT,249,44079902,0.000564883288533627
6976,North Midway Cogen,CA,0,196943237,0.0
6977,"North Nash Farm, LLC",NC,9413,129720625,0.007256363434881692
6978,North Ninth Street,IL,2827,181296239,0.0015593263355010913
6979,North Omaha,NE,1635492,37910817,4.314051053027952
6980,North Palm Springs 1A,CA,5622,196943237,0.0028546296311764184
6981,North Palm Springs 4A,CA,9778,196943237,0.004964882343230705
6982,North Platte,NE,50818,37910817,0.13404617473688313
6983,North Pole,AK,464976,6595656,7.049730913801447
6984,North Providence,RI,3615,9314548,0.03881025681546759
6985,North Road Peak,SC,132,98113889,0.00013453752709771804
6986,North Rosamond Solar LLC,CA,349863,196943237,0.17764661804558438
6987,North Run,NJ,7436,61421718,0.012106466966619201
6988,North Sky River Energy LLC,CA,465874,196943237,0.23655242347824312
6989,North Smithfield Solar Power 1,RI,1075,9314548,0.01154108605162591
6990,North Star Solar,CA,131351,196943237,0.06669485177599677
6991,North Star Solar Project,MN,204527,59157452,0.3457332814131346
6992,North Valmy,NV,1568146,41598742,3.7696957278179233
6993,North Wales Diesel,PA,0,241279453,0.0
6994,NorthPark Solar,NJ,15712,61421718,0.025580528372716634
6995,Northampton Generating Company LP,PA,62055,241279453,0.02571913987222111
6996,Northampton Landfill Solar PV,MA,3691,19429320,0.018997062172016313
6997,Northbridge Solar,MA,3278,19429320,0.01687140877807355
6998,Northeast (MI),MI,10223,115298866,0.00886652259008341
6999,Northeast (MO),MO,22124,76941313,0.02875438322712273
7000,Northeast (WA),WA,1668,110808277,0.0015053027130816229
7001,Northeastern,OK,4809839,80754539,5.956122169182342
7002,Northeastern Illinois University Cogen,IL,8,181296239,4.412667380264849e-06
7003,Norther Tier Landfill,PA,10045,241279453,0.004163222303061173
7004,Northern Cardinal Solar,NC,3775,129720625,0.0029101000708252832
7005,"Northern Cardinal Solar SCS IL 1, LLC",IL,17640,181296239,0.009729931573483994
7006,Northern Colorado Wind LLC,CO,452024,56832513,0.7953616268912831
7007,Northern Iowa Windfarm,IA,149567,67198530,0.2225748093001439
7008,Northern Iowa Windpower II,IA,106826,67198530,0.15897073938968606
7009,Northern Lights Wind LLC,MN,4523,59157452,0.00764569778968844
7010,Northern Neck,VA,6140,93102970,0.006594848692796804
7011,Northern Preserve Solar,FL,130104,246185183,0.05284802213299734
7012,Northern Westchester Hospital,NY,0,123769368,0.0
7013,Northfield Community Solar,MN,8005,59157452,0.013531684900830414
7014,Northfield Holdco CSG,MN,10511,59157452,0.0177678376005782
7015,Northfield Mountain,MA,-273520,19429320,-1.4077692888891633
7016,Northfield Solar CSG,MN,9752,59157452,0.01648482088106161
7017,Northport,NY,3949147,123769368,3.1907305206567753
7018,"NorthropGrummanSolar(Rolling Meadows,IL)",IL,1408,181296239,0.0007766294589266134
7019,Northside Generating Station,FL,3209814,246185183,1.3038209533512015
7020,Northway,AK,1083,6595656,0.01641989818753434
7021,Northwest Community Hospital,IL,1196,181296239,0.0006596937733495949
7022,Northwest Ohio Wind,OH,260329,125609074,0.20725333903822904
7023,Northwest Regional,AZ,19470,108500902,0.017944551281241884
7024,Norton LLC,MA,131,19429320,0.0006742387278607795
7025,Norton Landfill Solar,MA,2294,19429320,0.011806898028340673
7026,Norton Powerhouse,MA,29997,19429320,0.15439037495908248
7027,Norwalk Hospital Plant,CT,14641,44079902,0.033214683644260376
7028,Norway (IN),IN,17896,94126593,0.019012692831663416
7029,Norway (MI),MI,30052,115298866,0.02606443674823307
7030,Norway Point Hydropower Project,MI,13758,115298866,0.011932467748642038
7031,Norwich Solar and Energy Storage CSG,NY,1150,123769368,0.0009291475092609344
7032,Norwich WWTP,CT,27,44079902,6.125240478075473e-05
7033,Norwood,NY,13222,123769368,0.010682772493433109
7034,Nostrand,IL,1580,181296239,0.0008715018076023077
7035,Notch Butte Hydro,ID,2989,16834340,0.017755373837049743
7036,Notrees Windpower Hybrid,TX,313922,481398138,0.06521047241773918
7037,Nottely,GA,50931,124199660,0.04100735863528129
7038,Nottoway Diesel Generating Facility,VA,702,93102970,0.0007540038733458234
7039,Notus Wind 1,MA,4343,19429320,0.02235281522976615
7040,Nove Power Plant,CA,1701,196943237,0.0008637006408095141
7041,Novel - OYA of Mapleton CSG,MN,4835,59157452,0.00817310387201937
7042,Novel Bartel Solar CSG,MN,1772,59157452,0.002995396082982073
7043,Novel Benedix Solar CSG,MN,1965,59157452,0.003321644076218834
7044,Novel Brooten Solar CSG,MN,1777,59157452,0.0030038481035322482
7045,Novel Byron Solar CSG,MN,1538,59157452,0.002599841521233876
7046,Novel DeCook Solar CSG,MN,1872,59157452,0.0031644364939855756
7047,Novel Debra Solar LLC CSG,MN,1815,59157452,0.003068083459713579
7048,Novel Haley Solar CSG,MN,1886,59157452,0.0031881021515260664
7049,Novel Herber Solar CSG,MN,1956,59157452,0.003306430439228518
7050,Novel Herickhoff Solar CSG,MN,2029,59157452,0.0034298299392610757
7051,Novel Historical Society Solar CSG,MN,1608,59157452,0.0027181698089363284
7052,Novel Huneke Solar LLC CSG,MN,257,59157452,0.0004344338562790027
7053,Novel Jewison Solar CSG,MN,1021,59157452,0.0017259025963457656
7054,Novel Kanewischer Solar CSG,MN,1825,59157452,0.00308498750081393
7055,Novel MNDot Solar CSG,MN,1892,59157452,0.0031982445761862765
7056,Novel Martin Solar One LLC (McLeod) CSG,MN,1730,59157452,0.0029243991103606016
7057,Novel Novak Solar LLC CSG,MN,324,59157452,0.0005476909316513497
7058,Novel OYA of Osakis CSG,MN,8412,59157452,0.014219679373614673
7059,Novel Pederson Solar CSG,MN,1825,59157452,0.00308498750081393
7060,Novel Peter Solar CSG,MN,254,59157452,0.0004293626439488976
7061,Novel Reber Solar CSG,MN,1956,59157452,0.003306430439228518
7062,Novel Schmoll Farms Solar CSG,MN,1808,59157452,0.003056250630943334
7063,Novel Stavem Solar LLC CSG,MN,373,59157452,0.0006305207330430661
7064,Novel Wayne Solar LLC CSG,MN,1947,59157452,0.003291216802238203
7065,Novel Winegar Partnership Solar CSG,MN,1487,59157452,0.0025136309116220897
7066,Novo BioPower Plant,AZ,190741,108500902,0.17579669522010058
7067,Noxon Rapids,MT,1568972,24947875,6.289000566180486
7068,Nueces Bay,TX,1440690,481398138,0.29927203415979975
7069,Nunapitchuk,AK,0,6595656,0.0
7070,Nunn,CA,2049,196943237,0.0010404013010104024
7071,Nunnepog,MA,1588,19429320,0.008173214502617694
7072,Nutmeg Solar,CT,35125,44079902,0.07968484140459295
7073,Nymans Plant Microgrid,AK,0,6595656,0.0
7074,O H Hutchings,OH,962,125609074,0.0007658682365574959
7075,O W Sommers,TX,1166289,481398138,0.24227119050468782
7076,O'Brien Solar Fields,WI,22726,64242371,0.03537540667669317
7077,O'Brien Wind,IA,821995,67198530,1.2232336034731712
7078,O'Fallon Renewable Energy Center,MO,6088,76941313,0.007912524185803797
7079,O'Neill Creek Solar,OR,3948,61016793,0.006470349892037099
7080,O'Shaughnessy Hydro,OH,0,125609074,0.0
7081,O'Shea Solar Farm,MI,3122,115298866,0.0027077456251824714
7082,OBP Cogen,NY,30155,123769368,0.02436386360153346
7083,"OCI Alamo 2, LLC",TX,7907,481398138,0.0016425073916675598
7084,OCI Alamo 3 LLC,TX,10694,481398138,0.0022214460663327286
7085,"OCI Alamo 4, LLC",TX,76809,481398138,0.01595540030942122
7086,OCI Alamo 5 LLC,TX,201977,481398138,0.04195633178788905
7087,OCI Alamo 7 LLC,TX,250659,481398138,0.052068959186543425
7088,OCI Alamo Solar I Hybrid,TX,83524,481398138,0.017350295609161664
7089,OCSD,CA,0,196943237,0.0
7090,OER Checkerspot,MD,67,38166683,0.0001755457764039909
7091,OER Monarch CSG,MD,1896,38166683,0.004967683463611444
7092,OE_AZ1,AZ,87773,108500902,0.0808961016748045
7093,OE_GA3,GA,120295,124199660,0.09685614276238759
7094,OK Produce Fresno Carport,CA,3645,196943237,0.0018507870874489589
7095,OLS Energy Chino,CA,7480,196943237,0.00379804867328346
7096,ONeill,CA,-17820,196943237,-0.009048292427528243
7097,"OR Solar 2, LLC",OR,19636,61016793,0.03218130457954419
7098,"OR Solar 3, LLC",OR,24658,61016793,0.040411825642819345
7099,"OR Solar 5, LLC",OR,19420,61016793,0.031827303673596874
7100,"OR Solar 6, LLC",OR,24846,61016793,0.04071993754244016
7101,"OR Solar 8, LLC",OR,26161,61016793,0.04287508194670277
7102,OREG 1 Inc,MT,156296,24947875,0.6264902321339993
7103,OREG 2 Inc,MT,126380,24947875,0.5065762114007706
7104,OREG 3 Inc,MN,39209,59157452,0.06627905475036348
7105,OREG 4 Peetz,CO,7341,56832513,0.012916901985312527
7106,"OSLH, LLC",OR,22713,61016793,0.03722417859621039
7107,OU Spirit Wind Farm,OK,151313,80754539,0.18737398773337063
7108,OYA State Route 122,NY,20,123769368,1.615908711758147e-05
7109,Oahe,SD,2409533,17322385,13.90993792136591
7110,Oak Bluffs Diesel Generating Facility,MA,1995,19429320,0.01026798673345233
7111,Oak Creek Energy Systems I,CA,68346,196943237,0.034703400350833066
7112,Oak Flat,CA,2987,196943237,0.0015166806667242909
