,Plant name,Plant state abbreviation,plant_annual_generation,state_annual_generation,perc_gen_state
6398,Milner Dam Wind Park LLC,ID,58962,16834340,0.35024836138512117
6399,Milner Hydro,ID,34721,16834340,0.20625103211649523
6400,Milo PV - BD Solar 1 LLC,ME,14091,10900855,0.1292650897567209
6401,Milo Solar,NC,5617,129720625,0.004330074727900825
6402,Milo Wind Project LLC,NM,193211,35073576,0.5508733982528613
6403,Milton,VT,26754,2107642,1.2693806633194822
6404,Milton Hydro,NH,5713,17193202,0.033228249164989745
6405,Milton R Young,ND,4474993,43032351,10.399136686722043
6406,"Minco Wind I, LLC",OK,349618,80754539,0.4329391317558014
6407,"Minco Wind II, LLC",OK,295089,80754539,0.3654147539620033
6408,"Minco Wind III, LLC",OK,354769,80754539,0.4393177205803875
6409,"Minco Wind IV, LLC",OK,551926,80754539,0.6834612726846226
6410,Minden Wind Park,MI,109068,115298866,0.09459590001518314
6411,Mine Falls Generating Station,NH,15618,17193202,0.09083822780654818
6412,Minetto,NY,25520,123769368,0.020618995162033953
6413,Minidoka,ID,92639,16834340,0.5502977841721148
6414,Minisink CSG,NY,268,123769368,0.00021653176737559168
6415,Minisink Community Solar 2 LLC,NY,3453,123769368,0.0027898663908504403
6416,Minisink Solar 1 LLC,NY,3098,123769368,0.002503042594513369
6417,Mink Creek Hydro,ID,5630,16834340,0.03344354456426566
6418,Minke Solar,OR,3052,61016793,0.005001901689588963
6419,MinnDakota Wind LLC,MN,295380,59157452,0.49931156602214716
6420,Minneapolis City of,KS,372,56572967,0.0006575578756546391
6421,Minnesota Breeze LLC,MN,2587,59157452,0.004373075432660622
6422,Minnesota River,MN,2193,59157452,0.0037070562133068204
6423,Minnie Solar,NC,5455,129720625,0.004205190963272032
6424,Minonk Wind Farm,IL,622030,181296239,0.343101436318268
6425,Minot Wind Project,ND,16499,43032351,0.03834092169400645
6426,Mint Farm Generating Station,WA,1796461,110808277,1.6212335834804108
6427,Minuteman Energy Storage,MA,-164,19429320,-0.0008440851249554797
6428,Minwind,MN,5762,59157452,0.009740108482021842
6429,Minwind 3-9,MN,0,59157452,0.0
6430,Mio,MI,15004,115298866,0.013013137527302307
6431,Mira Loma,CA,2793,196943237,0.0014181751262674737
6432,Mira Loma Energy Storage Facility,CA,0,196943237,0.0
6433,Mira Loma Peaker,CA,23935,196943237,0.012153247993989253
6434,Miramar Energy Facility,CA,20178,196943237,0.010245591728544605
6435,Misae Solar,TX,473764,481398138,0.09841417375818767
6436,Misenheimer Farm,NC,9021,129720625,0.0069541755599774515
6437,Mission,NC,10476,129720625,0.008075816779328653
6438,Mission College Blvd. Fuel Cell,CA,34643,196943237,0.0175903476187913
6439,Mission Solar LLC,CA,4212,196943237,0.00213868730105213
6440,Mississippi Baptist Medical Center,MS,0,67723484,0.0
6441,Missouri River Wastewater Treatment,NE,10809,37910817,0.028511651437108307
6442,Mitchell (WV),WV,4769104,65836039,7.243910892026782
6443,Mitchell Dam,AL,585823,142731779,0.4104362771236811
6444,"Mitchell Solar, LLC",CA,1926,196943237,0.000977946757318709
6445,Moapa Southern Paiute,NV,606140,41598742,1.4571113713006032
6446,Moberly,MO,2103,76941313,0.00273325203067434
6447,Mobile,NE,322,37910817,0.0008493618061568022
6448,Moccasin,CA,298572,196943237,0.15160307332614828
6449,Moccasin Low Head Hydro Project,CA,0,196943237,0.0
6450,Mocksville Farm,NC,9218,129720625,0.007106040384865553
6451,Mocksville Solar,NC,27169,129720625,0.020944240748146256
6452,Model City Energy Facility,NY,38402,123769368,0.031027063174468177
6453,Model Gas Power Station,OH,0,125609074,0.0
6454,Modern Innovative Energy LLC,NY,32588,123769368,0.026329616549387244
6455,Modlin Solar Farm,NC,9419,129720625,0.0072609887594975745
6456,Moffett Solar Project,SC,128947,98113889,0.13142583717173822
6457,Mohave County Wind Farm,AZ,1070180,108500902,0.9863328140811216
6458,Mohave Electric Cooperative at Joy Lane,AZ,29147,108500902,0.026863371145061998
6459,Mohave Electric at Fort Mohave,AZ,9493,108500902,0.008749236020176127
6460,"Mohea Solar Energy Center, LLC",SC,7974,98113889,0.00812728970513033
6461,Mohonasen Central School District,NY,1940,123769368,0.0015674314504054024
6462,Mojave 16/17/18,CA,94836,196943237,0.04815397646784896
6463,Mojave 3/4/5,CA,116287,196943237,0.0590459473355767
6464,Mojave Siphon,CA,10323,196943237,0.005241611825441865
6465,Mojave Solar Project,CA,587976,196943237,0.29855099822493525
6466,Moline,IL,18304,181296239,0.010096182966045976
6467,Molson Coors Shenandoah Brewery,VA,5830,93102970,0.006261884019381981
6468,Mon Valley Works,PA,450493,241279453,0.18671005524867465
6469,Moncure Farm LLC,NC,5831,129720625,0.004495044639200589
6470,Mondelez Global LLC,IL,0,181296239,0.0
6471,Mongaup Falls,NY,14760,123769368,0.011925406292775123
6472,Monroe (MI),MI,14722464,115298866,12.768958195998215
6473,Monroe (NE),NE,26358,37910817,0.06952633070397823
6474,"Monroe 009452 SCS Cozad, LLC",NE,1456,37910817,0.003840592514795975
6475,Monroe Community College Plant,NY,0,123769368,0.0
6476,Monroe County Sites A & B,NY,4632,123769368,0.003742444576431868
6477,"Monroe County Sites C, D, & E",NY,9021,123769368,0.0072885562443851205
6478,Monroe Generating Station,NC,240,129720625,0.0001850129846352498
6479,Monroe Middle School,NC,54,129720625,4.16279215429312e-05
6480,Monroe Moore Farm,NC,9282,129720625,0.007155377180768285
6481,Monroe Solar Facility,NC,103849,129720625,0.08005588933910857
6482,"Monroe Solar Farm, LLC",NJ,18882,61421718,0.03074156929312853
6483,Monroe Street,WA,89308,110808277,0.0805968673260753
6484,Monroeville Solar,OH,4456,125609074,0.003547514409667569
6485,Monson Solar,MA,4116,19429320,0.02118447789217533
6486,"Monson Solar, LLC",MA,3199,19429320,0.016464806797149876
6487,Mont Belvieu Cogeneration Unit,TX,85928,481398138,0.01784967435831669
6488,MontSun Community Solar,MN,9167,59157452,0.015495934476691118
6489,Montague Road Solar,MA,4887,19429320,0.025152707351569686
6490,Montague Site 36-Grosolar,MA,5066,19429320,0.026073995384295487
6491,Montague Wind Power Facility LLC,OR,528639,61016793,0.866382800551317
6492,Montana Power Station,TX,779172,481398138,0.16185604772738027
6493,Montana Solar Facility,TX,7918,481398138,0.0016447924025829947
6494,Montauk Energy Storage Center,NY,-762,123769368,-0.0006156612191798539
6495,Montclair State University Cogen,NJ,2192,61421718,0.0035687702515908135
6496,"Monte Vista Solar 2 CSG, LLC",CO,4334,56832513,0.0076259165242261945
6497,Montefieor Medical Center Moses Division,NY,30304,123769368,0.024484248800559442
6498,Montefiore - Westchester Square,NY,1,123769368,8.079543558790734e-07
6499,Montefiore Mount Vernon Hospital,NY,9,123769368,7.27158920291166e-06
6500,Montefiore Nyack Hospital,NY,0,123769368,0.0
6501,Montefiore Weiler (Einstein) Hospital,NY,0,123769368,0.0
6502,Montefiore-New Rochelle,NY,0,123769368,0.0
6503,Monterey Diesel Generation Facility,VA,180,93102970,0.00019333432649892908
6504,Monterey One Water,CA,8604,196943237,0.004368771495311616
6505,Monterey Regional Water Pollution Control Agency,CA,1319,196943237,0.0006697361230027919
6506,"Montevideo Solar LLC, CSG",MN,6204,59157452,0.010487267098657325
6507,Montezuma,IA,204,67198530,0.0003035780693416954
6508,Montezuma Wind II,CA,238444,196943237,0.12107244891074882
6509,Montfort Wind Energy Center,WI,52038,64242371,0.08100261430263836
6510,Montgomery County,TX,5203084,481398138,1.0808276121749354
6511,Montgomery County Correctional Facility,MD,2389,38166683,0.006259385967599018
6512,Montgomery County Oaks LFGE Plant,MD,6348,38166683,0.01663230729272439
6513,Montgomery County Resource Recovery,MD,352401,38166683,0.9233210022469074
6514,Montgomery County Solar,MD,2640,38166683,0.0069170276075602374
6515,Montgomery Creek Hydro,CA,3013,196943237,0.0015298824401875754
6516,Montgomery Solar LLC,NC,38672,129720625,0.029811758924226585
6517,Montgomery Winsted CSG,MN,5028,59157452,0.008499351865256131
6518,Monticello Dam,CA,31020,196943237,0.01575073126273435
6519,Monticello Nuclear Facility,MN,5022858,59157452,8.49065980732233
6520,Monticello Project CSG,MN,6613,59157452,0.011178642379661652
6521,Montpelier,OH,582,125609074,0.0004633423219090047
6522,Montpelier Electric Generating Station,IN,369396,94126593,0.39244594776738595
6523,Montrose Solar,MN,6505,59157452,0.010996078735777869
6524,Montross Solar,VA,38830,93102970,0.04170651054418564
6525,Montville Station,CT,26920,44079902,0.06107091617399694
6526,Monument,OH,120,125609074,9.55344993626814e-05
6527,Moody Air Force Base Solar,GA,94561,124199660,0.07613627927805922
6528,Moonlight Packing - Phase 2,CA,2775,196943237,0.0014090354369467382
6529,Moore Road Community Solar,NY,5905,123769368,0.004770970471465929
6530,Moore Solar,NC,8767,129720625,0.006758370151238478
6531,Moore Solar Farm,NC,7927,129720625,0.006110824705015104
6532,Mooreland,OK,53198,80754539,0.06587617322662198
6533,Moorhead Wind Turbine,MN,1382,59157452,0.0023361384800684114
6534,Moorings Farm,NC,7717,129720625,0.005948938343459261
6535,"Moorings Farm 2, LLC",NC,9043,129720625,0.006971135083569017
6536,Moose Lake,MN,501,59157452,0.0008468924591275499
6537,Moose River,NY,55991,123769368,0.045238172340025196
6538,Mooseheart Power House,IL,0,181296239,0.0
6539,Mooseheart School Solar,IL,3394,181296239,0.0018720741360773623
6540,Mora,MN,586,59157452,0.0009905768084805275
6541,Mora Drop Hydroelectric Project,ID,3966,16834340,0.023558987165520004
6542,Moraine CSG,IL,154,181296239,8.494384707009835e-05
6543,Moraine II Wind LLC,MN,93953,59157452,0.15881853735012116
6544,Moraine Wind LLC,MN,71344,59157452,0.12060019082633917
6545,Moreau,MO,4407,76941313,0.005727742129901007
6546,Morehead Generating Facility,KY,6402,69917436,0.009156514263480714
6547,Morelos del Sol,CA,35366,196943237,0.017957458473174176
6548,Moretown,VT,6683,2107642,0.3170842106961239
6549,Moretown Generating Station,VT,0,2107642,0.0
6550,Morgan Community Solar,MN,4956,59157452,0.008377642769333608
6551,Morgan Creek,TX,62982,481398138,0.013083141588719645
6552,Morgan Energy Center,AL,4031284,142731779,2.8243773238474104
6553,Morgan Falls,GA,46725,124199660,0.03762087593476504
6554,"Morgan Farm, LLC",NC,9088,129720625,0.007005825018188126
6555,Morgan Lancaster 1,CA,2764,196943237,0.001403450071250733
6556,Morgan Solar 1 CSG,IL,1340,181296239,0.0007391217861943622
6557,Morgan Solar 1b CSG,IL,1380,181296239,0.0007611851230956866
6558,"Morgan Solar 2, LLC CSG",IL,3931,181296239,0.0021682744339776403
6559,"Morgan Solar 4, LLC CSG",IL,4003,181296239,0.002207988440400024
6560,Morgan Solar Center,OR,7016,61016793,0.011498473870955492
6561,Morgan's Corner,NC,30888,129720625,0.023811171122556648
6562,Morganton Station 5,NC,-31,129720625,-2.389751051538643e-05
6563,"Morganton, Parker Road",NC,-43,129720625,-3.314815974714892e-05
6564,Morgantown,PA,5478,241279453,0.0022703963938446097
6565,Morgantown Energy Facility,WV,0,65836039,0.0
6566,Morgantown Generating Plant,MD,1384478,38166683,3.627451722749918
6567,Morgantown Solar Park,PA,1766,241279453,0.0007319313675665536
6568,Morin Solar 2013 LLC,MA,6365,19429320,0.032759767197205046
6569,Mormon Flat,AZ,38200,108500902,0.0352070805826112
6570,Morning Light Wind Farm,IA,323577,67198530,0.48152392619302836
6571,Morning View,NC,3699,129720625,0.0028515126256907874
6572,Morony,MT,231236,24947875,0.9268765375808561
6573,Morris Cogeneration LLC,IL,615510,181296239,0.3395051124033522
6574,Morrisville,VT,2293,2107642,0.10879456757836484
6575,Morrow Point,CO,243778,56832513,0.4289410887039255
6576,Morton Salt Rittman,OH,16258,125609074,0.012943332421987285
6577,Mosaic Co Bartow Facility,FL,280559,246185183,0.11396258563619566
6578,Mosaic Co Tampa Facility,FL,196779,246185183,0.07993129302180627
6579,Mosaic New Wales Operations,FL,376818,246185183,0.1530628266933514
6580,Mosaic Phosphates Uncle Sam,LA,-79890,96954180,-0.08239974800467602
6581,Mosaic South Pierce Operations,FL,119255,246185183,0.04844117690056107
6582,Moselle,MS,1314517,67723484,1.9410061656012854
6583,Moser Generating Station,PA,2682,241279453,0.0011115741380597376
6584,Moshier,NY,33068,123769368,0.026717434640209196
6585,Mosinee Mill,WI,126959,64242371,0.19762502227696424
6586,Mossyrock,WA,1048628,110808277,0.9463444684732351
6587,Mother Ann Lee,KY,11031,69917436,0.015777180387450136
6588,Motiva Enterprises Port Arthur Refinery,TX,90262,481398138,0.01874996865899801
6589,Mottville,MI,6440,115298866,0.005585484249255322
6590,Moulton Wind Power,MN,0,59157452,0.0
6591,Mount Clinton,VA,1808,93102970,0.0019419359017225767
6592,Mount Elbert,CO,-31910,56832513,-0.056147437999090416
6593,Mount Hope East,NY,3469,123769368,0.002802793660544506
6594,Mount Hope West,NY,3766,123769368,0.0030427561042405903
6595,Mount Joy Wire,PA,0,241279453,0.0
6596,Mount Kisco Landfill Solar & Storage CSG,NY,0,123769368,0.0
6597,Mount Laurel Solar,NJ,3715,61421718,0.006048349217454321
6598,Mount Olive Farm,NC,9415,129720625,0.007257905209753653
6599,Mount Olive Solar,NC,3372,129720625,0.0025994324341252597
6600,Mount Saint Mary's,MD,19944,38166683,0.05225499947165962
6601,Mount Signal Solar Farm II,CA,384189,196943237,0.19507600558022717
6602,Mount Signal Solar Farm V,CA,644906,196943237,0.32745780450435064
6603,Mount Sinai - Brooklyn,NY,0,123769368,0.0
6604,Mount Sinai Beth Israel,NY,44,123769368,3.5549991658679226e-05
6605,Mount Sinai Hospital,NY,299,123769368,0.00024157835240784295
6606,Mount Sinai South Nassau Hospital,NY,0,123769368,0.0
6607,Mount Vernon Solar,GA,1863,124199660,0.0015000041062914343
6608,Mountain,PA,3710,241279453,0.001537636111932001
6609,"Mountain Breeze Wind, LLC",CO,587528,56832513,1.033788528759937
6610,Mountain Creek,TX,505148,481398138,0.10493351762818826
6611,Mountain Home,ID,34615,16834340,0.20562136680143087
6612,Mountain Home Energy Center,TN,18175,79057159,0.022989695341822238
6613,Mountain Island,NC,127152,129720625,0.09801987925975533
6614,Mountain Lake,MN,2735,59157452,0.0046232552409458064
6615,Mountain View,PA,32256,241279453,0.013368730573174833
6616,Mountain View I&2,CA,181139,196943237,0.09197523243715143
6617,Mountain View III,CA,60080,196943237,0.030506251910544152
6618,Mountain View IV,CA,163176,196943237,0.0828543302555751
6619,Mountain View Solar,NV,53404,41598742,0.12837888222677504
6620,Mountain Village,AK,805,6595656,0.01220500280790872
6621,Mountain Wind Power II LLC,WY,160538,43460723,0.36938639976145815
6622,Mountain Wind Power LLC,WY,207903,43460723,0.4783698605290114
6623,Mountaineer,WV,7132758,65836039,10.834123845148095
6624,Mountaineer Wind Energy Center,WV,91219,65836039,0.1385548119017306
6625,Mountainview Generating Station,CA,2025781,196943237,1.0286116095471711
6626,Mower County Wind Energy Center,MN,27072,59157452,0.045762620066868334
6627,Moxie Freedom Generation Plant,PA,7252858,241279453,3.0059990230498412
6628,Moyie Springs,ID,24610,16834340,0.14618927739370832
6629,Mt Arlington Solar 1 LLC,NJ,104,61421718,0.00016932121631635247
6630,Mt Hope Solar,OR,4270,61016793,0.006998073464791897
6631,Mt Ida Hydroelectric,NY,9124,123769368,0.007371775543040667
6632,Mt Olive Farm 2,NC,9327,129720625,0.007190067115387395
6633,Mt Olive Solar 1,NC,8722,129720625,0.006723680216619369
6634,Mt Pleasant,IA,1080,67198530,0.0016071780141619168
6635,Mt Poso Cogeneration,CA,254983,196943237,0.1294703001149514
6636,Mt Storm,WV,5508707,65836039,8.367312316586968
6637,Mt Wachusett Community College,MA,4742,19429320,0.024406412576456614
6638,"Mt. Home Solar 1, LLC",ID,47447,16834340,0.2818465113571426
6639,Mt. Hope DPC Solar,WI,1903,64242371,0.002962219436141297
6640,Mt. Jackson Solar,VA,14649,93102970,0.015734191938237847
6641,Mt. Morris Solar CSG,IL,3319,181296239,0.0018307053793873793
6642,Mt. Tom Solar Project Hybrid,MA,6049,19429320,0.031133359273510346
6643,Mt.Sinai-St.Lukes Roosevelt Hosp. Center,NY,101,123769368,8.16033899437864e-05
6644,Mtn. Solar 1,CO,3458,56832513,0.00608454530243982
6645,Mtn. Solar 2,CO,3536,56832513,0.00622179068520162
6646,Mtn. Solar 3 CSG,CO,3487,56832513,0.006135572431928181
6647,Mtn. Solar 4 (CSG),CO,159,56832513,0.0002797694340913625
6648,Muck Valley Hydroelectric,CA,10025,196943237,0.005090299191131909
6649,Mud Garden Solar,MN,1853,59157452,0.0031323188158949105
6650,Muddy Run,PA,-521656,241279453,-0.21620407105283015
6651,Mulberry Cogeneration Facility,FL,400384,246185183,0.162635295561228
6652,Mulberry Farm LLC,TN,25536,79057159,0.032300680068708267
6653,"Multitrade Rabun Gap, LLC",GA,116694,124199660,0.09395677894770404
6654,Mulvane 2,KS,253,56572967,0.00044721006059307447
6655,Munich Re Plaza,NJ,1797,61421718,0.0029256752473123594
6656,Municipal Cogen Plant,CA,7595,196943237,0.003856441132832604
6657,Municipal Light,AR,124,61100036,0.00020294587060472433
6658,Municipal Power Plant,MI,148,115298866,0.000128362060386613
6659,Munnsville Wind Farm LLC,NY,79117,123769368,0.06392292477408465
6660,Munro Valley Solar,CA,9380,196943237,0.004762793657138884
6661,Munster Landfill Gas-to-Energy,IN,3296,94126593,0.003501667164347487
6662,Murdock Solar,NC,6828,129720625,0.005263619412872856
6663,"Murphy Farm Power, LLC",NC,1220,129720625,0.0009404826718958532
6664,Murphy Flat Solar,ID,43897,16834340,0.260758663541309
6665,Murphy-Brown LLC,NC,8,129720625,6.1670994878416595e-06
6666,Murphys,CA,10040,196943237,0.0050979155988991895
6667,Murray,AR,100476,61100036,0.16444507495871197
6668,Murray Hill Solar,NJ,1598,61421718,0.002601685612245493
6669,Murray Treadwell Farms,GA,6278,124199660,0.0050547642400953436
6670,Murray Turbine,UT,16389,42560283,0.038507732667097165
6671,Muscatine Plant #1,IA,976297,67198530,1.4528546978631824
6672,Muscle Shoals,AL,112859,142731779,0.07907068824525756
6673,Muscogee Public Works,GA,2550,124199660,0.0020531457171460857
6674,Museum of Science and Industry,IL,0,181296239,0.0
6675,Musgrave East Solar Farm,NY,3073,123769368,0.0024828437356163927
6676,Musgrave West Solar Farm,NY,3115,123769368,0.002516777818563314
6677,Music City Community Solar,TN,2652,79057159,0.003354534913150623
6678,Muskogee,OK,3350910,80754539,4.149500500522949
6679,Musselshell Wind Project,MT,23956,24947875,0.0960242104788484
6680,Musselshell Wind Project Two LLC,MT,28769,24947875,0.11531643476648812
6681,Mustang,OK,1180780,80754539,1.4621840637341759
6682,Mustang Hills LLC,CA,296815,196943237,0.15071093809634092
6683,Mustang Solar,NC,10108,129720625,0.007792130202887937
6684,Mustang Station,TX,579911,481398138,0.12046390590733859
6685,Mustang Station Unit 4,TX,401491,481398138,0.08340102885898573
6686,Mustang Two,CA,394135,196943237,0.2001261916904514
6687,Myrtle Beach,SC,-419,98113889,-0.0004270547261662414
6688,Mystic,MT,52948,24947875,0.2122345089511632
6689,Mystic Generating Station,MA,1184796,19429320,6.097979754309466
6690,N. Mary Francis,TX,0,481398138,0.0
6691,NAEA Lakewood LLC,NJ,275725,61421718,0.4489047343156373
6692,NAEA Ocean Peaking Power LLC,NJ,207902,61421718,0.3384828799480991
6693,NAFTA Region Olefins Complex Cogen Fac,TX,500452,481398138,0.10395802569556263
6694,NASA Johnson Space Center CHP,TX,83566,481398138,0.01735902019629332
6695,NASA Wallops Flight Facility Solar,VA,5603,93102970,0.006018067952074998
6696,NBC Field's Point Wind Farm,RI,6906,9314548,0.07414208397444513
6697,NC 102 Project LLC,NC,142411,129720625,0.10978285064537731
6698,NCAH Central Utility Plant,IA,14043,67198530,0.02089777856747759
6699,NCSU CCUP Cogeneration Plant,NC,45778,129720625,0.03528968504430194
6700,NCSU Cates Cogeneration Plant,NC,80444,129720625,0.062013268899991814
6701,NEDC Solar Site,MA,999,19429320,0.005141713657503196
6702,NES Rutgers Solar,NJ,1163,61421718,0.00189346706322998
6703,NET Power La Porte Station,TX,0,481398138,0.0
6704,NFM Solar Power LLC,MA,1985,19429320,0.010216518128272118
6705,NGP Blue Mountain I LLC,NV,222915,41598742,0.5358695702865245
6706,NHA at Mansfield NJ,NJ,6621,61421718,0.010779574742601631
6707,NHH003 Clarkson Fuel Cell,NY,8443,123769368,0.006821558626687017
6708,NHH004 Winthrop Fuel Cell,NY,8005,123769368,0.006467674618811983
6709,NIH Cogeneration Facility,MD,119529,38166683,0.3131762851909347
6710,NIST Solar,MD,5440,38166683,0.014253269009518066
6711,NJ Oak Solar Plant,NJ,16684,61421718,0.02716303050982716
6712,NJMC Landfill,NJ,3061,61421718,0.004983579261003413
6713,NLMU Wind,IA,5077,67198530,0.0075552247943518995
6714,NLP Granger,CA,7242,196943237,0.0036772016700426227
6715,NMSU Solar and Storage,NM,0,35073576,0.0
6716,NRG Chalk Point CT,MD,945,38166683,0.002475981473160767
6717,NRG Elbow Creek Energy Storage Project,TX,-87,481398138,-1.8072359058439067e-05
6718,NRG Rockford I,IL,264296,181296239,0.14578129224180983
6719,NRG Rockford II Energy Center,IL,167822,181296239,0.09256783313635095
6720,NSB Anaktuvuk Pass,AK,3924,6595656,0.05949370312824077
6721,NSB Atqasuk Utility,AK,2159,6595656,0.03273366591586947
6722,NSB Kaktovik Utility,AK,4930,6595656,0.07474616626458384
6723,NSB Nuiqsut Utility,AK,7327,6595656,0.11108826779322634
6724,NSB Point Hope Utility,AK,6465,6595656,0.09801905981755264
6725,NSB Point Lay Utility,AK,3716,6595656,0.05634011234060721
6726,NSB Wainwright Utility,AK,6918,6595656,0.10488721667715842
6727,"NSE Camber BH CSG 2, LLC",CO,70,56832513,0.00012316893324776964
6728,NVSS-II,NV,32791,41598742,0.07882690298663358
6729,NWP Indian Mesa Wind Farm,TX,218740,481398138,0.04543848069474669
6730,NY - CSG - Ellsworth II,NY,3461,123769368,0.002796330025697473
6731,NY - Mines Press,NY,0,123769368,0.0
6732,NY - Presbyt. Hospital - 525 E 68TH St,NY,60219,123769368,0.04865420335668192
6733,NY 26 Carthage CSG,NY,7310,123769368,0.005906146341476026
6734,NY Times Daily Production Facility,NY,198,123769368,0.00015997496246405654
6735,NY- CSG- Johnstown 2,NY,2334,123769368,0.0018857654666217575
6736,NY- CSG- Livingston 4,NY,2436,123769368,0.0019681768109214228
6737,NY3 Battery,NY,0,123769368,0.0
6738,NY8 - Branscomb Solar,NY,195,123769368,0.00015755109939641931
6739,NYC-HH - CONEY ISLAND HOSPITAL,NY,295,123769368,0.00023834653498432668
6740,NYC-HH-New Bellevue Hospital,NY,97,123769368,7.837157252027012e-05
6741,NYP-Hudson Valley Hospital Center,NY,18,123769368,1.454317840582332e-05
6742,NYP-Lower Manhattan Hospital,NY,13,123769368,1.0503406626427954e-05
6743,NYPH - Lawrence,NY,0,123769368,0.0
6744,NYPH-Queens,NY,50,123769368,4.039771779395367e-05
6745,NYS Rte 12 Community Solar,NY,6555,123769368,0.005296140802787327
6746,NYU LANGONE HEALTH,NY,57478,123769368,0.04643960046721739
6747,NYU Langone - Orthopedic,NY,0,123769368,0.0
6748,NYU Luthern Medical Center,NY,106,123769368,8.564316172318178e-05
6749,Na Pua Makani Wind Project,HI,97803,9180551,1.0653282139601423
6750,Nabb Battery Energy Storage System,IN,0,94126593,0.0
6751,Nacimiento Hydro Project,CA,3903,196943237,0.001981789301046169
6752,Nacogdoches Power,TX,161066,481398138,0.033457960736856855
6753,Nacoochee,GA,19620,124199660,0.01579714469427694
6754,Naknek,AK,23764,6595656,0.36029774748713395
6755,Nalco,IL,14065,181296239,0.007758020837928138
6756,Nantahala,NC,213400,129720625,0.1645073788381763
6757,Nanticoke LFG,NY,24532,123769368,0.01982073625842543
6758,Nantucket Hybrid,MA,-145,19429320,-0.0007462947751130765
6759,Naples,ME,75,10900855,0.0006880194259991533
6760,Napoleon Biogas,OH,0,125609074,0.0
6761,Napoleon Peaking,OH,216,125609074,0.0001719620988528265
6762,Napoleon Peaking Station,OH,2979,125609074,0.0023716439466785655
6763,Napoleon Solar I,OH,13021,125609074,0.010366289301678953
6764,Narrows (AR),AR,45174,61100036,0.07393448998949853
6765,Narrows (NC),NC,469645,129720625,0.3620434298709245
6766,Narrows 2,CA,25102,196943237,0.01274580451828361
6767,Narrows Gas Turbines Generating,NY,38320,123769368,0.030960810917286093
6768,Narrows PH,CA,71030,196943237,0.03606622958065831
6769,Nash 58 Farm,NC,8856,129720625,0.006826979133040718
6770,Nash 64 Farm,NC,7096,129720625,0.005470217245715552
6771,Nash 97 Solar 2,NC,8623,129720625,0.006647362360457329
6772,"Nash 97 Solar, LLC",NC,9356,129720625,0.007212422851030821
6773,Nashua Plant,NH,14664,17193202,0.08528952314990541
6774,"Nashville Farms, LLC",NC,3478,129720625,0.0026811465023391613
6775,Nassau Energy Corp,NY,297400,123769368,0.24028562543843643
6776,Nassau Solar Center,FL,142626,246185183,0.05793443710217117
6777,Natick Mall,MA,2904,19429320,0.014946482944333615
6778,National Raisin,CA,4979,196943237,0.00252813961821903
6779,Nationals,DC,1665,184478,0.9025466451284164
6780,NaturEner Glacier Wind Energy 1,MT,266107,24947875,1.0666519693561074
6781,NaturEner Glacier Wind Energy 2,MT,283544,24947875,1.136545697779871
6782,NaturEner Rim Rock Energy,MT,644950,24947875,2.5851901214031257
6783,Naughton,WY,2596446,43460723,5.9742356334016815
6784,Nautilus Goat Island Solar LLC (CSG),RI,4139,9314548,0.04443586527226012
6785,Nautilus Lindstrom Solar (CSG),MN,3582,59157452,0.006055027522145477
6786,Nautilus Saint Cloud Solar (CSG),MN,8743,59157452,0.014779203134036268
6787,Nautilus Winsted Solar (CSG),MN,5747,59157452,0.009714752420371316
6788,Navajo Dam,NM,80296,35073576,0.2289358803904113
6789,Navajo Solar Power Generation Station 1 LLC,CA,4106,196943237,0.0020848646861633536
6790,Naval Air Weapons Station China Lake,CA,24451,196943237,0.012415252421183675
6791,Naval Hospital Medical Center,CA,10837,196943237,0.005502600731600649
6792,Naval Submarine Base Kings Bay,GA,708,124199660,0.0005700498697017367
6793,Navy Yard Peaker Station,PA,5489,241279453,0.002274955422747912
6794,Neal Hot Springs Geothermal Project,OR,182841,61016793,0.2996568502051558
6795,Neal Shoals,SC,17660,98113889,0.017999490367770456
6796,Nearman Creek,KS,1326102,56572967,2.3440559516703448
6797,Nebo Power Station,UT,543609,42560283,1.277268292600404
6798,Nebraska City,NE,6963264,37910817,18.367485986915028
6799,Nebraska City # 1,NE,-903,37910817,-0.002381905934657119
6800,Nebraska City # 2,NE,-717,37910817,-0.0018912807919702708
6801,Nebraska Valley Solar Farm,VT,1236,2107642,0.05864373551105928
6802,NedPower Mount Storm,WV,566801,65836039,0.8609281612461528
6803,Neenah Paper Munising Mill,MI,0,115298866,0.0
6804,Neil Simpson Gas Turbine #2,WY,16321,43460723,0.03755344797186186
6805,Neil Simpson II,WY,702029,43460723,1.6153182725469155
6806,Neisler Street Solar,NC,3404,129720625,0.0026241008320766262
6807,Nellis Air Force Base Solar Array,NV,19178,41598742,0.04610235569142932
6808,Nellis Solar PV II,NV,36357,41598742,0.08739927760315444
6809,Nelson Creek,CA,451,196943237,0.00022899999353620862
6810,Nelson Energy Center,IL,2235299,181296239,1.2329538728048297
6811,Nelson Gardens Landfill Gas to Energy,TX,12900,481398138,0.002679694619009931
6812,Nelson Industrial Steam Company,LA,2862058,96954180,2.951969682998711
6813,Neosho Ridge Wind Energy Center,KS,659210,56572967,1.1652385140061683
6814,Neptune Gas Processing Plant,LA,14348,96954180,0.014798743076368652
6815,Nesvold Watertown Solar,MN,9000,59157452,0.015213636990315268
